number,sharpe_ratio,calmar_ratio,total_return,datetime_start,datetime_complete,duration,params_bb_middlelines,params_bb_multiply,params_bb_timeperiod,params_channel_middlelines,params_channel_multiply,params_channel_timeperiod,params_fastk_period,params_lower_KDJ,params_slowd_matype,params_slowd_period,params_slowk_matype,params_slowk_period,params_upper_KDJ,system_attrs_nsga2:generation,state
751,0.7149241771711425,0.3710508444351785,0.8146958346814318,2023-11-29 20:42:18.360320,2023-11-29 20:42:18.621134,0 days 00:00:00.260814,1,1.921125771932915,24,WMA,2.5551208924133264,44,16,30,1,5,1,4,76,12,COMPLETE
752,0.9090258655102956,1.1188128125626602,0.29560940099749855,2023-11-29 20:42:18.623162,2023-11-29 20:42:18.892831,0 days 00:00:00.269669,1,1.921125771932915,22,WMA,1.4219454540065912,43,16,15,0,5,1,4,87,12,COMPLETE
753,,,,2023-11-29 20:42:18.893864,2023-11-29 20:42:19.158650,0 days 00:00:00.264786,1,1.921125771932915,22,SMA,1.1074247572343612,52,17,19,0,5,1,4,76,12,FAIL
754,,,,2023-11-29 20:42:19.160645,2023-11-29 20:42:19.425918,0 days 00:00:00.265273,2,2.951718010125258,59,SMA,2.8712708433722685,57,14,16,0,5,2,3,70,12,FAIL
755,-0.19599777455838277,-0.14095785259367086,-0.4101135124837226,2023-11-29 20:42:19.427881,2023-11-29 20:42:19.705843,0 days 00:00:00.277962,1,1.1797224550617036,22,SMA,2.6853282202082984,22,7,12,0,4,1,3,83,12,COMPLETE
756,0.5097782959551782,2.5611015471473144,0.4858818575545959,2023-11-29 20:42:19.706841,2023-11-29 20:42:19.978050,0 days 00:00:00.271209,2,2.951718010125258,22,WMA,2.552196586028173,43,7,15,1,4,1,3,87,12,COMPLETE
757,0.8330858122504319,2.2378799300319394,1.0626616322586404,2023-11-29 20:42:19.979054,2023-11-29 20:42:20.231466,0 days 00:00:00.252412,1,2.951718010125258,22,EMA,2.8712708433722685,51,16,25,2,5,2,3,90,12,COMPLETE
758,0.6513491632059767,0.5642414246556163,0.7779585091516645,2023-11-29 20:42:20.233460,2023-11-29 20:42:20.500677,0 days 00:00:00.267217,1,2.650856465541163,18,SMA,2.389029066539946,22,7,19,0,4,2,4,83,12,COMPLETE
759,0.6730094946113477,1.1635746141435828,0.7601876324772178,2023-11-29 20:42:20.501680,2023-11-29 20:42:20.758086,0 days 00:00:00.256406,0,2.2294970355998927,22,EMA,2.5551208924133264,52,7,17,2,5,2,3,77,12,COMPLETE
760,0.5313713169762792,4.401251894418724,0.5140122408900649,2023-11-29 20:42:20.759503,2023-11-29 20:42:21.007667,0 days 00:00:00.248164,2,2.951718010125258,22,EMA,2.5551208924133264,49,13,25,0,5,0,3,77,12,COMPLETE
761,0.27615350347256706,0.13735043314444806,0.22883563452197422,2023-11-29 20:42:21.009631,2023-11-29 20:42:21.267072,0 days 00:00:00.257441,1,1.921125771932915,17,EMA,2.8712708433722685,52,10,30,0,4,1,3,76,12,COMPLETE
762,0.3450271132070195,0.39036095869658344,0.06612980559843536,2023-11-29 20:42:21.269036,2023-11-29 20:42:21.523562,0 days 00:00:00.254526,1,2.1585932654494036,22,EMA,1.4219454540065912,52,7,24,0,4,1,4,84,12,COMPLETE
763,-0.2453498259182632,-0.15925344960735988,-0.30278610236912457,2023-11-29 20:42:21.524560,2023-11-29 20:42:21.786908,0 days 00:00:00.262348,0,1.4170232599325903,22,EMA,1.4219454540065912,57,16,18,0,5,2,5,81,12,COMPLETE
764,,,,2023-11-29 20:42:21.788414,2023-11-29 20:42:22.084476,0 days 00:00:00.296062,2,2.951718010125258,58,WMA,2.3353393183260494,52,13,24,0,3,1,3,77,13,FAIL
765,0.4339047821913346,0.6494164327593143,0.3917415221464006,2023-11-29 20:42:22.086469,2023-11-29 20:42:22.345318,0 days 00:00:00.258849,2,2.951718010125258,25,WMA,2.8712708433722685,49,14,15,2,5,2,3,87,13,COMPLETE
766,0.2632678084506814,0.0871547036729995,0.08939975318682784,2023-11-29 20:42:22.347312,2023-11-29 20:42:22.606345,0 days 00:00:00.259033,1,1.921125771932915,22,WMA,1.4219454540065912,25,16,21,0,3,1,3,76,13,COMPLETE
767,-0.6184500013435743,-0.17401739765488314,-0.09971129146183316,2023-11-29 20:42:22.608305,2023-11-29 20:42:22.868781,0 days 00:00:00.260476,2,1.921125771932915,17,WMA,1.4219454540065912,43,14,18,0,3,2,4,87,13,COMPLETE
768,0.2899058185919815,0.5596990555939133,0.010860640425881201,2023-11-29 20:42:22.869744,2023-11-29 20:42:23.128694,0 days 00:00:00.258950,2,2.3313187723219206,24,WMA,1.4219454540065912,52,16,10,0,4,2,3,76,13,COMPLETE
769,0.39091772437219724,0.45971214913065994,0.07345534155813283,2023-11-29 20:42:23.129688,2023-11-29 20:42:23.412880,0 days 00:00:00.283192,1,1.921125771932915,17,EMA,1.4219454540065912,52,11,26,2,5,2,3,76,13,COMPLETE
770,0.8156730955957975,0.5567425144625866,1.3658379598354005,2023-11-29 20:42:23.413885,2023-11-29 20:42:23.671894,0 days 00:00:00.258009,1,1.921125771932915,24,WMA,2.5551208924133264,52,16,18,2,5,2,3,70,13,COMPLETE
771,1.1732672805649844,2.26362895836877,2.4141960320944675,2023-11-29 20:42:23.672856,2023-11-29 20:42:23.931695,0 days 00:00:00.258839,2,2.1585932654494036,24,WMA,2.6853282202082984,44,7,24,2,3,1,3,83,13,COMPLETE
772,0.5325524315094221,4.558582305058052,0.51567416431585,2023-11-29 20:42:23.933656,2023-11-29 20:42:24.187114,0 days 00:00:00.253458,2,2.951718010125258,22,EMA,2.4261122990446102,51,10,26,2,5,2,3,76,13,COMPLETE
773,0.7451252135291876,1.17266489213966,0.9172900307948612,2023-11-29 20:42:24.188110,2023-11-29 20:42:24.442617,0 days 00:00:00.254507,2,1.9883926503641798,22,EMA,1.9937396873671722,43,7,18,2,4,2,4,82,13,COMPLETE
774,0.867130434216149,0.560661353228337,1.4323629353682643,2023-11-29 20:42:24.444611,2023-11-29 20:42:24.719500,0 days 00:00:00.274889,2,2.1585932654494036,22,WMA,2.6252297212840032,52,16,30,0,5,1,3,76,13,COMPLETE
775,0.48832802596924657,1.486194285089553,0.45632998855420226,2023-11-29 20:42:24.720861,2023-11-29 20:42:24.984916,0 days 00:00:00.264055,2,2.3313187723219206,17,EMA,2.2111099206434437,43,7,17,2,4,2,3,79,13,COMPLETE
776,0.6406658906885468,4.189485295831452,0.6733315788640308,2023-11-29 20:42:24.986908,2023-11-29 20:42:25.244948,0 days 00:00:00.258040,0,2.724122348445352,17,EMA,2.6645735473248227,52,7,17,2,5,1,3,76,13,COMPLETE
777,0.8537656001577,2.052568773273415,1.1465886360745625,2023-11-29 20:42:25.246912,2023-11-29 20:42:25.522473,0 days 00:00:00.275561,0,2.3313187723219206,22,SMA,2.770570069085377,51,7,15,2,5,1,3,90,13,COMPLETE
778,,,,2023-11-29 20:42:25.523499,2023-11-29 20:42:25.769946,0 days 00:00:00.246447,2,1.921125771932915,59,SMA,1.4219454540065912,57,13,30,0,5,1,3,70,13,FAIL
779,0.5235337001992922,3.2779676568370735,0.5023347524479604,2023-11-29 20:42:25.771892,2023-11-29 20:42:26.045894,0 days 00:00:00.274002,2,2.951718010125258,17,WMA,2.6252297212840032,52,7,15,0,4,1,3,73,13,COMPLETE
780,,,,2023-11-29 20:42:26.046859,2023-11-29 20:42:26.311855,0 days 00:00:00.264996,1,2.951718010125258,22,WMA,1.4219454540065912,52,16,18,0,3,1,4,76,13,FAIL
781,0.5325524315094221,4.558582305058052,0.51567416431585,2023-11-29 20:42:26.314103,2023-11-29 20:42:26.566878,0 days 00:00:00.252775,1,2.951718010125258,22,EMA,2.303416665946659,52,10,25,0,5,2,3,90,13,COMPLETE
782,1.0140905899396166,1.1724955421383894,2.0669501425914807,2023-11-29 20:42:26.567839,2023-11-29 20:42:26.830775,0 days 00:00:00.262936,1,1.921125771932915,22,WMA,2.6252297212840032,52,16,18,0,5,2,3,76,13,COMPLETE
783,0.41494386576388126,0.5208345064855571,0.37745385770531387,2023-11-29 20:42:26.831773,2023-11-29 20:42:27.094913,0 days 00:00:00.263140,1,2.3313187723219206,22,EMA,1.9937396873671722,57,13,24,0,4,2,4,83,13,COMPLETE
784,0.5870354516758365,1.9088478137791942,0.5964398308668822,2023-11-29 20:42:27.095916,2023-11-29 20:42:27.373674,0 days 00:00:00.277758,0,2.650856465541163,17,EMA,2.6645735473248227,52,10,17,0,5,1,3,81,13,COMPLETE
785,0.5325524315094221,4.558582305058052,0.51567416431585,2023-11-29 20:42:27.374674,2023-11-29 20:42:27.641475,0 days 00:00:00.266801,2,2.951718010125258,22,EMA,2.770570069085377,43,10,25,0,5,2,3,77,13,COMPLETE
786,0.5125687458334641,2.4107022509216494,0.49078575807457836,2023-11-29 20:42:27.643494,2023-11-29 20:42:27.891619,0 days 00:00:00.248125,2,2.951718010125258,22,WMA,2.5551208924133264,44,10,19,2,5,1,4,78,13,COMPLETE
787,0.7582973868105801,0.8707981128239216,1.0227849585509166,2023-11-29 20:42:27.893612,2023-11-29 20:42:28.154246,0 days 00:00:00.260634,1,1.921125771932915,23,SMA,2.8444663661310803,57,7,24,0,4,1,4,84,13,COMPLETE
788,0.6569721258675711,0.34152652937771794,0.44692665382663305,2023-11-29 20:42:28.155212,2023-11-29 20:42:28.411298,0 days 00:00:00.256086,2,2.3313187723219206,22,WMA,2.6252297212840032,43,7,18,0,4,2,5,79,13,COMPLETE
789,0.4621190316516116,0.9759946937227425,0.42739053335589516,2023-11-29 20:42:28.412327,2023-11-29 20:42:28.666908,0 days 00:00:00.254581,2,2.951718010125258,22,EMA,2.5551208924133264,22,13,16,0,4,1,3,89,13,COMPLETE
790,0.7911843887329973,3.27164595850861,0.9690348659690267,2023-11-29 20:42:28.667926,2023-11-29 20:42:28.945889,0 days 00:00:00.277963,1,1.921125771932915,22,WMA,1.4219454540065912,52,16,30,1,5,1,3,77,13,COMPLETE
791,0.743535062434279,0.7240471375478237,0.96048832830326,2023-11-29 20:42:28.946892,2023-11-29 20:42:29.205354,0 days 00:00:00.258462,0,2.3313187723219206,22,WMA,2.6252297212840032,52,7,18,0,5,2,3,83,13,COMPLETE
792,0.5987898141639783,0.629297155754822,0.7177094077424709,2023-11-29 20:42:29.206372,2023-11-29 20:42:29.465777,0 days 00:00:00.259405,2,1.921125771932915,22,SMA,2.6853282202082984,57,7,24,0,4,1,4,84,13,COMPLETE
793,0.5313713169762792,4.401251894418724,0.5140122408900649,2023-11-29 20:42:29.467770,2023-11-29 20:42:29.734477,0 days 00:00:00.266707,2,2.650856465541163,18,WMA,2.389029066539946,52,14,15,2,5,2,3,87,13,COMPLETE
794,0.9577879120660452,1.1903610955349995,0.31668439800352405,2023-11-29 20:42:29.736472,2023-11-29 20:42:29.998369,0 days 00:00:00.261897,2,1.921125771932915,22,EMA,1.4219454540065912,22,13,24,0,4,2,4,86,13,COMPLETE
795,,,,2023-11-29 20:42:29.999365,2023-11-29 20:42:30.273179,0 days 00:00:00.273814,0,2.951718010125258,59,SMA,1.8594292834207957,44,5,24,0,5,2,4,70,13,FAIL
796,0.6805076964721004,0.46844435128992407,0.8738456054015219,2023-11-29 20:42:30.275175,2023-11-29 20:42:30.541008,0 days 00:00:00.265833,1,2.419476309864134,24,WMA,2.5551208924133264,37,16,19,1,5,2,3,70,13,COMPLETE
797,0.5392726952897093,3.4059345682831266,0.5254475947933139,2023-11-29 20:42:30.542004,2023-11-29 20:42:30.798349,0 days 00:00:00.256345,1,2.951718010125258,17,EMA,2.6252297212840032,57,16,15,1,5,1,3,76,13,COMPLETE
798,0.7986364747231334,1.3223705886464385,1.0788964457075847,2023-11-29 20:42:30.799347,2023-11-29 20:42:31.061444,0 days 00:00:00.262097,0,2.2294970355998927,22,SMA,2.770570069085377,52,10,17,2,5,2,3,90,13,COMPLETE
799,0.6043976922678345,0.5095737234270116,0.7429256677879005,2023-11-29 20:42:31.062440,2023-11-29 20:42:31.340815,0 days 00:00:00.278375,2,2.1585932654494036,17,WMA,2.8712708433722685,52,7,15,1,5,2,3,87,13,COMPLETE
800,0.3477268473909412,0.2829956955057498,0.2917355702295973,2023-11-29 20:42:31.340815,2023-11-29 20:42:31.608855,0 days 00:00:00.268040,0,2.951718010125258,17,WMA,2.770570069085377,52,16,30,0,5,0,3,76,13,COMPLETE
801,0.5313713169762792,4.401251894418724,0.5140122408900649,2023-11-29 20:42:31.610851,2023-11-29 20:42:31.871467,0 days 00:00:00.260616,2,2.951718010125258,17,EMA,2.8712708433722685,52,14,15,2,5,2,3,87,13,COMPLETE
802,0.5272120531312988,0.9770222101473127,0.5248902800528816,2023-11-29 20:42:31.872465,2023-11-29 20:42:32.123369,0 days 00:00:00.250904,1,2.3313187723219206,22,EMA,1.9937396873671722,43,7,18,0,3,1,3,73,13,COMPLETE
803,0.5313713169762792,4.401251894418724,0.5140122408900649,2023-11-29 20:42:32.124385,2023-11-29 20:42:32.395810,0 days 00:00:00.271425,2,2.951718010125258,17,WMA,2.685394438092265,44,14,24,1,5,2,3,87,13,COMPLETE
804,0.8449408155636229,1.944081135969085,1.1234124533716932,2023-11-29 20:42:32.397772,2023-11-29 20:42:32.645836,0 days 00:00:00.248064,0,2.3313187723219206,22,SMA,2.770570069085377,51,5,17,2,5,1,4,81,13,COMPLETE
805,0.8437732215076598,0.7355460822638006,2.097057445745511,2023-11-29 20:42:32.646833,2023-11-29 20:42:32.915166,0 days 00:00:00.268333,0,1.0915083230429206,59,SMA,2.8444663661310803,57,13,24,0,5,2,4,70,13,COMPLETE
806,0.8382533917520665,0.8048329995419498,1.386875545883902,2023-11-29 20:42:32.917129,2023-11-29 20:42:33.184543,0 days 00:00:00.267414,2,2.040033284091588,22,EMA,2.770570069085377,29,7,24,0,5,1,4,72,13,COMPLETE
807,0.15552931275390788,0.08208765455658848,0.028118570556021325,2023-11-29 20:42:33.186503,2023-11-29 20:42:33.433511,0 days 00:00:00.247008,0,1.921125771932915,22,EMA,1.4219454540065912,52,14,18,2,5,1,4,83,13,COMPLETE
808,0.5097782959551782,2.5611015471473144,0.4858818575545959,2023-11-29 20:42:33.434508,2023-11-29 20:42:33.698703,0 days 00:00:00.264195,2,2.951718010125258,22,WMA,2.6853282202082984,43,7,25,2,5,1,4,77,13,COMPLETE
809,0.04182508129483604,-0.03575638328490709,-0.12075576255053264,2023-11-29 20:42:33.699701,2023-11-29 20:42:33.989476,0 days 00:00:00.289775,2,1.2404479626290705,17,WMA,2.770570069085377,52,7,17,2,3,1,3,72,13,COMPLETE
810,0.5310033936576148,4.533557257351411,0.5123503174642804,2023-11-29 20:42:33.990475,2023-11-29 20:42:34.244539,0 days 00:00:00.254064,2,2.842616102793894,22,EMA,2.6252297212840032,43,7,17,0,4,2,3,90,13,COMPLETE
811,0.9549585216507191,2.0005002950531585,1.5742732948274942,2023-11-29 20:42:34.245539,2023-11-29 20:42:34.504037,0 days 00:00:00.258498,1,1.921125771932915,22,SMA,2.8444663661310803,57,13,24,0,4,2,4,84,13,COMPLETE
812,0.7265781094449091,0.7618073716109743,0.3298116741481181,2023-11-29 20:42:34.505043,2023-11-29 20:42:34.772856,0 days 00:00:00.267813,1,1.921125771932915,22,WMA,1.4219454540065912,52,16,30,1,3,1,4,76,13,COMPLETE
813,0.13644195776365478,0.08183063156473877,0.032347728016987674,2023-11-29 20:42:34.774819,2023-11-29 20:42:35.021557,0 days 00:00:00.246738,1,2.951718010125258,17,WMA,2.8712708433722685,47,14,30,1,5,2,4,90,13,COMPLETE
814,0.5766931334019505,2.109585139849973,0.5909641945793203,2023-11-29 20:42:35.022551,2023-11-29 20:42:35.278062,0 days 00:00:00.255511,2,1.921125771932915,22,EMA,1.4219454540065912,43,14,24,0,4,2,3,83,13,COMPLETE
815,0.5262774133875169,4.486544124219315,0.5061219546604108,2023-11-29 20:42:35.279093,2023-11-29 20:42:35.535983,0 days 00:00:00.256890,2,1.921125771932915,24,EMA,1.4219454540065912,44,5,12,0,5,2,4,70,13,COMPLETE
816,0.6149556488320348,0.4357958639241805,0.5680059867135497,2023-11-29 20:42:35.536978,2023-11-29 20:42:35.789381,0 days 00:00:00.252403,2,1.921125771932915,22,WMA,2.6853282202082984,52,16,17,0,5,1,5,83,13,COMPLETE
817,0.7575921024299281,0.3462263426456448,0.6294628493315131,2023-11-29 20:42:35.791343,2023-11-29 20:42:36.072400,0 days 00:00:00.281057,1,1.921125771932915,17,EMA,2.6645735473248227,52,16,17,0,5,1,4,76,13,COMPLETE
818,0.6334910283646356,0.4606386696807912,0.7623998915741967,2023-11-29 20:42:36.074356,2023-11-29 20:42:36.370363,0 days 00:00:00.296007,2,2.3313187723219206,22,EMA,2.6252297212840032,14,7,26,0,4,2,3,76,14,COMPLETE
819,0.4654041435793432,0.6242439056767285,0.4513052884916891,2023-11-29 20:42:36.371395,2023-11-29 20:42:36.621368,0 days 00:00:00.249973,0,1.921125771932915,17,EMA,1.4219454540065912,57,16,22,1,3,1,3,76,14,COMPLETE
820,0.7999103122372587,0.8840431790806527,1.1849699013373862,2023-11-29 20:42:36.622415,2023-11-29 20:42:36.882385,0 days 00:00:00.259970,1,1.921125771932915,22,SMA,2.8444663661310803,57,11,24,2,5,2,4,84,14,COMPLETE
821,1.181607781490717,1.4886613755977,0.6377463329462111,2023-11-29 20:42:36.883384,2023-11-29 20:42:37.141916,0 days 00:00:00.258532,1,1.921125771932915,22,EMA,1.4219454540065912,22,7,24,0,4,0,4,76,14,COMPLETE
822,0.5392726952897093,3.4059345682831266,0.5254475947933139,2023-11-29 20:42:37.142880,2023-11-29 20:42:37.415051,0 days 00:00:00.272171,2,2.724122348445352,17,EMA,2.6645735473248227,52,17,17,1,5,2,3,76,14,COMPLETE
823,0.8952758027612938,1.7059244128563846,1.2773238795536739,2023-11-29 20:42:37.416052,2023-11-29 20:42:37.671190,0 days 00:00:00.255138,2,2.1585932654494036,22,EMA,2.8712708433722685,51,7,24,0,5,1,3,77,14,COMPLETE
824,,,,2023-11-29 20:42:37.672190,2023-11-29 20:42:37.928699,0 days 00:00:00.256509,2,2.951718010125258,17,WMA,2.685394438092265,44,14,24,1,5,2,4,87,14,FAIL
825,0.697237668937242,2.7899471113437353,0.782813826592191,2023-11-29 20:42:37.929697,2023-11-29 20:42:38.192017,0 days 00:00:00.262320,1,1.921125771932915,22,WMA,1.4219454540065912,52,6,18,0,5,1,4,76,14,COMPLETE
826,0.4682938763166123,0.9917391461517885,0.4353309149047533,2023-11-29 20:42:38.193282,2023-11-29 20:42:38.447799,0 days 00:00:00.254517,2,2.650856465541163,18,WMA,2.8712708433722685,43,14,15,1,5,2,3,87,14,COMPLETE
827,0.6542971163323202,4.326071230737633,0.7002587479772501,2023-11-29 20:42:38.448795,2023-11-29 20:42:38.719831,0 days 00:00:00.271036,2,2.1585932654494036,22,EMA,1.9937396873671722,43,7,17,0,3,2,3,83,14,COMPLETE
828,0.5273858102809063,4.501085949351958,0.508046252352292,2023-11-29 20:42:38.720862,2023-11-29 20:42:38.982890,0 days 00:00:00.262028,0,2.3313187723219206,22,EMA,1.9937396873671722,43,7,17,0,4,2,3,83,14,COMPLETE
829,1.1871332324223285,2.3925807408460837,2.466863314436853,2023-11-29 20:42:38.983854,2023-11-29 20:42:39.235904,0 days 00:00:00.252050,2,2.1585932654494036,22,WMA,2.6853282202082984,52,7,24,2,3,1,3,77,14,COMPLETE
830,0.5313713169762792,4.401251894418724,0.5140122408900649,2023-11-29 20:42:39.236542,2023-11-29 20:42:39.502070,0 days 00:00:00.265528,2,2.951718010125258,22,EMA,2.6853282202082984,52,13,25,2,5,0,3,77,14,COMPLETE
831,0.5325524315094221,4.558582305058052,0.51567416431585,2023-11-29 20:42:39.503067,2023-11-29 20:42:39.813984,0 days 00:00:00.310917,0,2.951718010125258,22,EMA,2.4261122990446102,51,10,10,2,5,2,3,90,14,COMPLETE
832,0.22620251248284035,0.18095077689811237,0.042349861104490995,2023-11-29 20:42:39.814995,2023-11-29 20:42:40.092741,0 days 00:00:00.277746,1,1.921125771932915,22,EMA,1.4219454540065912,52,16,11,0,5,1,3,86,14,COMPLETE
833,,,,2023-11-29 20:42:40.093738,2023-11-29 20:42:40.343971,0 days 00:00:00.250233,1,1.921125771932915,22,SMA,1.4219454540065912,57,16,24,0,4,1,4,83,14,FAIL
834,0.7582035865897134,0.9786134926886341,0.9649322440652546,2023-11-29 20:42:40.346185,2023-11-29 20:42:40.611506,0 days 00:00:00.265321,1,2.1585932654494036,22,EMA,2.6853282202082984,52,7,24,0,3,1,4,83,14,COMPLETE
835,0.8059555072533026,1.0814416424845787,0.20092382569266293,2023-11-29 20:42:40.613384,2023-11-29 20:42:40.885650,0 days 00:00:00.272266,2,2.1585932654494036,22,WMA,1.4219454540065912,22,7,24,0,3,1,3,86,14,COMPLETE
836,,,,2023-11-29 20:42:40.886613,2023-11-29 20:42:41.137708,0 days 00:00:00.251095,1,2.775009980134457,22,EMA,1.579717581669423,52,7,25,2,5,2,3,90,14,FAIL
837,,,,2023-11-29 20:42:41.139679,2023-11-29 20:42:41.388841,0 days 00:00:00.249162,2,2.951718010125258,59,SMA,2.8444663661310803,52,13,24,0,5,1,4,72,14,FAIL
838,0.7099658059266314,1.1107915114689808,0.8476216634412975,2023-11-29 20:42:41.390806,2023-11-29 20:42:41.642829,0 days 00:00:00.252023,2,2.267400159505075,22,EMA,2.6853282202082984,52,7,24,2,5,1,3,83,14,COMPLETE
839,0.7951460565250934,3.065621527373801,0.9763842445432402,2023-11-29 20:42:41.644824,2023-11-29 20:42:41.901234,0 days 00:00:00.256410,1,1.921125771932915,22,WMA,1.4219454540065912,52,16,24,0,5,1,4,76,14,COMPLETE
840,0.8428307562075067,1.1161702397198332,1.3388709114350934,2023-11-29 20:42:41.902233,2023-11-29 20:42:42.187763,0 days 00:00:00.285530,2,1.917765184975188,22,WMA,2.6853282202082984,52,7,24,0,3,1,3,70,14,COMPLETE
841,,,,2023-11-29 20:42:42.188765,2023-11-29 20:42:42.454733,0 days 00:00:00.265968,0,2.6544122300699526,18,EMA,1.4219454540065912,52,15,15,2,4,0,4,76,14,FAIL
842,0.30563557161444893,0.19091381148701841,0.2755496932724907,2023-11-29 20:42:42.456698,2023-11-29 20:42:42.711335,0 days 00:00:00.254637,1,1.5054124874494719,22,SMA,2.8444663661310803,57,9,18,0,3,1,4,76,14,COMPLETE
843,0.5772332041725374,0.2964656848422329,0.4881872988860218,2023-11-29 20:42:42.712339,2023-11-29 20:42:42.972042,0 days 00:00:00.259703,1,1.921125771932915,22,WMA,2.3481816088074274,43,13,15,1,4,0,3,87,14,COMPLETE
844,0.6131862953561072,3.24473978104819,0.6335542258178688,2023-11-29 20:42:42.973081,2023-11-29 20:42:43.233433,0 days 00:00:00.260352,1,2.951718010125258,22,EMA,2.5551208924133264,49,13,25,0,5,0,3,77,14,COMPLETE
845,,,,2023-11-29 20:42:43.235426,2023-11-29 20:42:43.487052,0 days 00:00:00.251626,2,2.951718010125258,28,EMA,2.5551208924133264,43,11,17,2,5,1,3,76,14,FAIL
846,0.49094292266369627,0.37426576522276295,0.6028415341877303,2023-11-29 20:42:43.489015,2023-11-29 20:42:43.744987,0 days 00:00:00.255972,2,1.6713466175828453,22,EMA,2.770570069085377,52,10,25,0,5,2,3,77,14,COMPLETE
847,0.34162526713115465,0.1572528451211237,0.12043339722381972,2023-11-29 20:42:43.745995,2023-11-29 20:42:44.021902,0 days 00:00:00.275907,2,1.921125771932915,22,EMA,1.4219454540065912,22,7,30,0,3,1,3,76,14,COMPLETE
848,0.5325524315094221,4.558582305058052,0.51567416431585,2023-11-29 20:42:44.022902,2023-11-29 20:42:44.279609,0 days 00:00:00.256707,0,2.951718010125258,22,SMA,2.4261122990446102,51,10,25,0,5,2,3,90,14,COMPLETE
849,0.5480029925928745,0.33356941195011575,0.7470922542016228,2023-11-29 20:42:44.280603,2023-11-29 20:42:44.549555,0 days 00:00:00.268952,1,1.921125771932915,22,WMA,2.6853282202082984,37,16,24,0,4,1,3,83,14,COMPLETE
850,0.15552931275390788,0.08208765455658848,0.028118570556021325,2023-11-29 20:42:44.550585,2023-11-29 20:42:44.800968,0 days 00:00:00.250383,0,1.921125771932915,22,EMA,1.4219454540065912,52,16,22,0,3,1,5,76,14,COMPLETE
851,0.503598254998291,2.084230505081197,0.4762330579719753,2023-11-29 20:42:44.802001,2023-11-29 20:42:45.070507,0 days 00:00:00.268506,2,2.3313187723219206,22,SMA,1.9937396873671722,52,7,10,0,5,2,3,72,14,COMPLETE
852,0.60566785261818,2.1594607987878365,0.6225143724284683,2023-11-29 20:42:45.071506,2023-11-29 20:42:45.332898,0 days 00:00:00.261392,0,2.724122348445352,18,EMA,2.6645735473248227,52,7,15,2,5,1,3,77,14,COMPLETE
853,0.8556732520280483,0.8888542742683992,1.4608310992147437,2023-11-29 20:42:45.334911,2023-11-29 20:42:45.595033,0 days 00:00:00.260122,2,1.921125771932915,22,EMA,2.8444663661310803,43,13,29,0,4,2,4,84,14,COMPLETE
854,,,,2023-11-29 20:42:45.596000,2023-11-29 20:42:45.853874,0 days 00:00:00.257874,1,2.951718010125258,22,EMA,2.303416665946659,52,10,14,2,3,1,4,90,14,FAIL
855,0.44694834345699375,0.48921210554555344,0.41236286410291656,2023-11-29 20:42:45.856865,2023-11-29 20:42:46.123165,0 days 00:00:00.266300,1,2.724122348445352,22,EMA,2.8444663661310803,52,6,17,2,4,1,3,84,14,COMPLETE
856,1.1513681595096472,2.325421002664504,2.3095296051061815,2023-11-29 20:42:46.125128,2023-11-29 20:42:46.381350,0 days 00:00:00.256222,1,1.921125771932915,22,WMA,2.4261122990446102,52,10,25,2,5,1,4,90,14,COMPLETE
857,0.6635884492631801,0.6970083294951832,0.7866021013892387,2023-11-29 20:42:46.382391,2023-11-29 20:42:46.631136,0 days 00:00:00.248745,1,2.1585932654494036,22,SMA,2.6853282202082984,57,13,24,2,4,0,3,84,14,COMPLETE
858,0.49760783516803,1.603216363117064,0.46964483703250665,2023-11-29 20:42:46.632134,2023-11-29 20:42:46.890108,0 days 00:00:00.257974,0,2.951718010125258,22,WMA,2.4261122990446102,51,10,25,2,5,2,3,90,14,COMPLETE
859,0.6176162629100147,0.4776636868500221,0.703704185411838,2023-11-29 20:42:46.891105,2023-11-29 20:42:47.150031,0 days 00:00:00.258926,1,2.951718010125258,22,WMA,2.8712708433722685,52,16,18,0,3,1,4,76,14,COMPLETE
860,0.5601424069860896,0.33084496528401885,0.7857369770099467,2023-11-29 20:42:47.151970,2023-11-29 20:42:47.413472,0 days 00:00:00.261502,2,1.921125771932915,22,WMA,2.6252297212840032,17,16,25,0,3,0,3,76,14,COMPLETE
861,,,,2023-11-29 20:42:47.414469,2023-11-29 20:42:47.668642,0 days 00:00:00.254173,1,2.951718010125258,17,EMA,1.4219454540065912,22,16,15,1,4,0,3,86,14,FAIL
862,1.390197525585281,1.9976902777762298,0.8029405382192268,2023-11-29 20:42:47.669642,2023-11-29 20:42:47.922942,0 days 00:00:00.253300,0,1.921125771932915,22,EMA,1.4219454540065912,16,14,24,2,4,1,4,83,14,COMPLETE
863,0.5325524315094221,4.558582305058052,0.51567416431585,2023-11-29 20:42:47.923981,2023-11-29 20:42:48.191626,0 days 00:00:00.267645,2,2.951718010125258,22,EMA,2.685394438092265,52,13,24,1,5,2,3,87,14,COMPLETE
864,,,,2023-11-29 20:42:48.192623,2023-11-29 20:42:48.445549,0 days 00:00:00.252926,1,2.951718010125258,12,SMA,2.4261122990446102,57,10,11,0,4,2,3,90,14,FAIL
