number,sharpe_ratio,profit factor,calmar_ratio,win rate,datetime_start,datetime_complete,duration,params_BBand_window,params_OI_window_MA_f,params_OI_window_MA_s,system_attrs_nsga2:generation,state
585,2.496414998527148,2.816538296547315,13.665864142561114,37.5,2023-12-06 10:29:04.840691,2023-12-06 10:29:05.036420,0 days 00:00:00.195729,48,36,108,11,COMPLETE
586,3.485419641720449,2.7377586524112516,19.5862899399392,52.38095238095239,2023-12-06 10:29:05.037410,2023-12-06 10:29:05.241313,0 days 00:00:00.203903,44,4,112,11,COMPLETE
587,2.1630293648930032,1.9827764676243493,7.891826215882508,41.86046511627907,2023-12-06 10:29:05.242365,2023-12-06 10:29:05.442321,0 days 00:00:00.199956,40,12,164,11,COMPLETE
588,2.1744311652461903,1.6261047511012658,11.959993050430922,34.285714285714285,2023-12-06 10:29:05.443310,2023-12-06 10:29:05.646070,0 days 00:00:00.202760,20,12,108,11,COMPLETE
589,3.158396022331821,3.607006473473666,21.260815607480108,41.66666666666667,2023-12-06 10:29:05.647049,2023-12-06 10:29:05.845452,0 days 00:00:00.198403,8,68,164,11,COMPLETE
590,1.9985346664552965,2.4545303733771084,7.460166752969171,44.827586206896555,2023-12-06 10:29:05.846330,2023-12-06 10:29:06.050456,0 days 00:00:00.204126,56,40,204,11,COMPLETE
591,1.7917291883566036,2.5038861187916166,7.315140278606632,48.484848484848484,2023-12-06 10:29:06.051491,2023-12-06 10:29:06.247189,0 days 00:00:00.195698,64,32,184,11,COMPLETE
592,2.2725750547989323,4.181656458492476,11.063702284647595,54.83870967741935,2023-12-06 10:29:06.247996,2023-12-06 10:29:06.444444,0 days 00:00:00.196448,68,20,204,11,COMPLETE
593,2.1480194867918643,1.6475661303422562,9.976447943528193,33.89830508474576,2023-12-06 10:29:06.445580,2023-12-06 10:29:06.648135,0 days 00:00:00.202555,12,36,164,11,COMPLETE
594,1.7062838403296607,1.9244901441709168,4.995162600543002,24.242424242424242,2023-12-06 10:29:06.649086,2023-12-06 10:29:06.850862,0 days 00:00:00.201776,40,68,108,11,COMPLETE
595,3.00942433014438,4.238468216610474,28.08364945647604,56.75675675675676,2023-12-06 10:29:06.852045,2023-12-06 10:29:07.062100,0 days 00:00:00.210055,64,12,164,11,COMPLETE
596,2.3464029395901225,3.703876706207965,15.922440115060699,55.88235294117647,2023-12-06 10:29:07.063179,2023-12-06 10:29:07.263403,0 days 00:00:00.200224,68,12,192,11,COMPLETE
597,-0.768127359871917,0.8249819913571033,-1.5277454136978497,39.6551724137931,2023-12-06 10:29:07.264273,2023-12-06 10:29:07.461898,0 days 00:00:00.197625,48,4,56,11,COMPLETE
598,2.8528895812776462,2.2940828554947,23.987909553985403,45.28301886792453,2023-12-06 10:29:07.463050,2023-12-06 10:29:07.659404,0 days 00:00:00.196354,24,4,212,11,COMPLETE
599,2.6965579186526503,3.41099156606402,21.786918998062315,48.64864864864865,2023-12-06 10:29:07.660257,2023-12-06 10:29:07.859603,0 days 00:00:00.199346,60,4,176,11,COMPLETE
600,0.39977861087711775,1.0938123280850032,0.6040029446470022,30.952380952380953,2023-12-06 10:29:07.860435,2023-12-06 10:29:08.054912,0 days 00:00:00.194477,44,68,16,11,COMPLETE
601,2.849722692126331,3.437197253498735,13.007704003634624,32.25806451612903,2023-12-06 10:29:08.055826,2023-12-06 10:29:08.250645,0 days 00:00:00.194819,48,56,188,11,COMPLETE
602,2.754324759395696,4.07221079718426,15.901047564489955,39.130434782608695,2023-12-06 10:29:08.251505,2023-12-06 10:29:08.457670,0 days 00:00:00.206165,48,44,108,11,COMPLETE
603,4.5752883650849085,4.9626633560834685,87.95092259714679,52.5,2023-12-06 10:29:08.458911,2023-12-06 10:29:08.656707,0 days 00:00:00.197796,48,4,112,11,COMPLETE
604,2.028103141059572,2.6810785412535143,12.2095768501343,52.77777777777778,2023-12-06 10:29:08.657675,2023-12-06 10:29:08.853266,0 days 00:00:00.195591,68,12,184,11,COMPLETE
605,3.5213979738723857,4.344438027012057,28.847405129084137,45.45454545454545,2023-12-06 10:29:08.854064,2023-12-06 10:29:09.050653,0 days 00:00:00.196589,8,68,204,11,COMPLETE
606,3.723512458803757,4.946818931223867,26.60045420869257,42.42424242424242,2023-12-06 10:29:09.051462,2023-12-06 10:29:09.246150,0 days 00:00:00.194688,8,72,112,11,COMPLETE
607,2.199137104094018,3.714797135728126,10.642540897070512,50.0,2023-12-06 10:29:09.247020,2023-12-06 10:29:09.443372,0 days 00:00:00.196352,68,20,200,11,COMPLETE
608,2.532676050719053,3.5665200776712265,11.710448549882676,44.44444444444444,2023-12-06 10:29:09.444460,2023-12-06 10:29:09.649973,0 days 00:00:00.205513,72,52,136,11,COMPLETE
609,2.7278872147713114,2.310107939949275,20.545939808896073,39.21568627450981,2023-12-06 10:29:09.650988,2023-12-06 10:29:09.857124,0 days 00:00:00.206136,28,12,124,11,COMPLETE
610,1.6556530857147689,2.0091678899614975,5.447991495457363,31.03448275862069,2023-12-06 10:29:09.857987,2023-12-06 10:29:10.051084,0 days 00:00:00.193097,44,60,92,11,COMPLETE
611,2.133075171577543,2.776111846668019,8.292916218231623,39.285714285714285,2023-12-06 10:29:10.051971,2023-12-06 10:29:10.245227,0 days 00:00:00.193256,60,64,212,11,COMPLETE
612,3.5621751719953183,4.340893570143307,35.876183396995906,51.21951219512195,2023-12-06 10:29:10.246210,2023-12-06 10:29:10.450235,0 days 00:00:00.204025,48,8,112,11,COMPLETE
613,1.146150595089356,1.7420918267948031,4.050800319712111,24.137931034482758,2023-12-06 10:29:10.451321,2023-12-06 10:29:10.651518,0 days 00:00:00.200197,56,56,92,11,COMPLETE
614,2.332776348163778,2.236718460239318,8.226067335347322,52.5,2023-12-06 10:29:10.652428,2023-12-06 10:29:10.847560,0 days 00:00:00.195132,44,12,204,11,COMPLETE
615,2.7765769557367004,3.3527709334123514,24.8069375483515,43.24324324324324,2023-12-06 10:29:10.848423,2023-12-06 10:29:11.069058,0 days 00:00:00.220635,60,12,108,12,COMPLETE
616,0.5631972722783136,1.1263910422952936,1.7095650291267654,36.95652173913043,2023-12-06 10:29:11.070012,2023-12-06 10:29:11.263371,0 days 00:00:00.193359,28,52,80,12,COMPLETE
617,3.6613452359081133,4.3972250682672716,39.351752296850115,48.78048780487805,2023-12-06 10:29:11.264362,2023-12-06 10:29:11.457605,0 days 00:00:00.193243,44,12,104,12,COMPLETE
618,2.0180468649290875,2.1882822012908054,6.406657893323025,51.515151515151516,2023-12-06 10:29:11.458388,2023-12-06 10:29:11.666093,0 days 00:00:00.207705,72,12,204,12,COMPLETE
619,2.0633084910175388,2.188091332981803,6.419526298246663,52.94117647058824,2023-12-06 10:29:11.666944,2023-12-06 10:29:11.869982,0 days 00:00:00.203038,72,12,192,12,COMPLETE
620,2.716117731753777,3.2659713044880125,14.164745151405453,40.625,2023-12-06 10:29:11.871168,2023-12-06 10:29:12.067980,0 days 00:00:00.196812,52,68,164,12,COMPLETE
621,3.2553860058945787,2.6411942632006733,17.87251361518516,44.44444444444444,2023-12-06 10:29:12.068805,2023-12-06 10:29:12.271110,0 days 00:00:00.202305,44,4,124,12,COMPLETE
622,1.92575622339214,2.5750775978538876,7.50241566691412,23.333333333333332,2023-12-06 10:29:12.272194,2023-12-06 10:29:12.476275,0 days 00:00:00.204081,64,44,12,12,COMPLETE
623,-1.3407370342916816,0.7556229578888431,-2.819736511047868,33.82352941176471,2023-12-06 10:29:12.477404,2023-12-06 10:29:12.683785,0 days 00:00:00.206381,48,4,16,12,COMPLETE
624,2.803587302063862,2.610839163713544,24.91139097186961,42.5531914893617,2023-12-06 10:29:12.684925,2023-12-06 10:29:12.881564,0 days 00:00:00.196639,36,12,112,12,COMPLETE
625,3.7465555803215045,4.204287724820257,27.803475062624166,45.16129032258064,2023-12-06 10:29:12.882374,2023-12-06 10:29:13.074319,0 days 00:00:00.191945,8,56,172,12,COMPLETE
626,2.1856087163761284,2.4500629624719754,10.373409820429721,48.64864864864865,2023-12-06 10:29:13.075170,2023-12-06 10:29:13.267387,0 days 00:00:00.192217,56,12,208,12,COMPLETE
627,3.712696212131964,3.888068811247098,46.09365489194585,45.94594594594595,2023-12-06 10:29:13.268453,2023-12-06 10:29:13.465806,0 days 00:00:00.197353,60,4,108,12,COMPLETE
628,1.3587578704631567,1.4954271691198766,3.8425228917552046,47.16981132075472,2023-12-06 10:29:13.466638,2023-12-06 10:29:13.665242,0 days 00:00:00.198604,36,12,76,12,COMPLETE
629,3.218181281343921,3.4828708461194413,32.05644465025067,53.48837209302325,2023-12-06 10:29:13.666125,2023-12-06 10:29:13.859932,0 days 00:00:00.193807,44,12,136,12,COMPLETE
630,3.013745493542916,3.3824442928238714,22.95721761883287,41.46341463414634,2023-12-06 10:29:13.860758,2023-12-06 10:29:14.050995,0 days 00:00:00.190237,8,12,108,12,COMPLETE
631,2.506543436393899,2.9927869277204358,12.369589064089935,29.629629629629626,2023-12-06 10:29:14.052061,2023-12-06 10:29:14.253276,0 days 00:00:00.201215,48,68,112,12,COMPLETE
632,4.0297036166536655,5.028613823890311,31.825288511148646,44.11764705882353,2023-12-06 10:29:14.254313,2023-12-06 10:29:14.452844,0 days 00:00:00.198531,8,72,120,12,COMPLETE
633,-0.9243180041374975,0.6601975327881854,-1.212797938663679,43.24324324324324,2023-12-06 10:29:14.453704,2023-12-06 10:29:14.646670,0 days 00:00:00.192966,44,68,36,12,COMPLETE
634,1.8739980009622756,2.010148212603832,8.192312279249778,31.57894736842105,2023-12-06 10:29:14.647507,2023-12-06 10:29:14.838817,0 days 00:00:00.191310,8,32,92,12,COMPLETE
635,2.127993306141674,2.232925663835341,6.741775097414263,54.54545454545454,2023-12-06 10:29:14.839700,2023-12-06 10:29:15.030475,0 days 00:00:00.190775,72,16,192,12,COMPLETE
636,2.0404868165340617,1.5832073196226195,10.713851083886935,36.76470588235294,2023-12-06 10:29:15.031330,2023-12-06 10:29:15.389272,0 days 00:00:00.357942,20,12,132,12,COMPLETE
637,0.7085809193143827,1.1697588549781162,1.4424450634607386,21.428571428571427,2023-12-06 10:29:15.390363,2023-12-06 10:29:15.586582,0 days 00:00:00.196219,20,72,108,12,COMPLETE
638,1.9892304909801213,2.820758743370864,7.759808690599843,29.629629629629626,2023-12-06 10:29:15.587422,2023-12-06 10:29:15.780896,0 days 00:00:00.193474,68,60,148,12,COMPLETE
639,2.8077848776424617,4.557730973597275,20.859746860943126,59.375,2023-12-06 10:29:15.781746,2023-12-06 10:29:15.978610,0 days 00:00:00.196864,64,12,196,12,COMPLETE
640,2.8950026296900107,3.803539951741057,24.95140548272454,52.63157894736842,2023-12-06 10:29:15.979467,2023-12-06 10:29:16.173534,0 days 00:00:00.194067,64,4,164,12,COMPLETE
641,2.53368894950242,2.716547144997422,8.842981666760165,45.16129032258064,2023-12-06 10:29:16.174376,2023-12-06 10:29:16.369898,0 days 00:00:00.195522,8,72,204,12,COMPLETE
642,2.8950026296900107,3.803539951741057,24.95140548272454,52.63157894736842,2023-12-06 10:29:16.370741,2023-12-06 10:29:16.563012,0 days 00:00:00.192271,64,4,164,12,COMPLETE
643,2.2303495204124837,2.0531847339887994,7.764160153327177,47.5,2023-12-06 10:29:16.563862,2023-12-06 10:29:16.755878,0 days 00:00:00.192016,44,12,172,12,COMPLETE
644,3.111135204637919,3.584839203483573,19.568934413934898,37.5,2023-12-06 10:29:16.756645,2023-12-06 10:29:16.949290,0 days 00:00:00.192645,8,40,112,12,COMPLETE
645,3.485419641720449,2.7377586524112516,19.5862899399392,52.38095238095239,2023-12-06 10:29:16.950104,2023-12-06 10:29:17.142702,0 days 00:00:00.192598,44,4,112,12,COMPLETE
646,3.5905581713104167,3.9286621524756313,27.64945129885622,44.73684210526316,2023-12-06 10:29:17.143524,2023-12-06 10:29:17.336015,0 days 00:00:00.192491,8,72,164,12,COMPLETE
647,3.074566798733556,4.618243889112028,28.848692043674166,54.285714285714285,2023-12-06 10:29:17.336817,2023-12-06 10:29:17.530196,0 days 00:00:00.193379,64,12,120,12,COMPLETE
648,2.5636790404445193,2.1981746194977827,18.15888360258401,39.21568627450981,2023-12-06 10:29:17.531151,2023-12-06 10:29:17.722311,0 days 00:00:00.191160,32,8,112,12,COMPLETE
649,2.430786044960862,3.5458634643730855,15.205431431187534,43.75,2023-12-06 10:29:17.723115,2023-12-06 10:29:17.913751,0 days 00:00:00.190636,64,24,108,12,COMPLETE
650,3.151073648746156,2.2332860496154625,28.183369986664424,39.34426229508197,2023-12-06 10:29:17.914583,2023-12-06 10:29:18.105988,0 days 00:00:00.191405,24,12,100,12,COMPLETE
651,3.1426360946425653,4.09831130756016,25.24734735409303,48.64864864864865,2023-12-06 10:29:18.106955,2023-12-06 10:29:18.299420,0 days 00:00:00.192465,44,24,112,12,COMPLETE
652,3.225833861970328,3.4382197696751224,22.164059996107323,41.17647058823529,2023-12-06 10:29:18.300210,2023-12-06 10:29:18.493556,0 days 00:00:00.193346,8,44,164,12,COMPLETE
653,2.4097161916653667,3.0422767343072383,16.223343486975953,47.22222222222222,2023-12-06 10:29:18.494405,2023-12-06 10:29:18.689729,0 days 00:00:00.195324,64,20,164,12,COMPLETE
654,2.5207351335180617,1.9727853557113162,14.916692206038148,40.0,2023-12-06 10:29:18.690684,2023-12-06 10:29:18.884872,0 days 00:00:00.194188,20,36,212,12,COMPLETE
655,2.3770746124628888,2.22980728099582,8.628089499816648,45.23809523809524,2023-12-06 10:29:18.885657,2023-12-06 10:29:19.079483,0 days 00:00:00.193826,48,4,208,12,COMPLETE
656,2.3385522195612345,3.846103231977615,11.963389769523415,35.714285714285715,2023-12-06 10:29:19.080424,2023-12-06 10:29:19.277150,0 days 00:00:00.196726,68,56,192,12,COMPLETE
657,1.935266853862346,1.8330173054806693,6.055811363157846,48.717948717948715,2023-12-06 10:29:19.278028,2023-12-06 10:29:19.477329,0 days 00:00:00.199301,44,12,184,12,COMPLETE
658,2.5787945837023964,3.070646544923855,16.84312821838294,48.717948717948715,2023-12-06 10:29:19.478194,2023-12-06 10:29:19.674791,0 days 00:00:00.196597,72,12,120,12,COMPLETE
659,4.5752883650849085,4.9626633560834685,87.95092259714679,52.5,2023-12-06 10:29:19.675567,2023-12-06 10:29:19.867635,0 days 00:00:00.192068,48,4,112,12,COMPLETE
660,3.723512458803757,4.946818931223867,26.60045420869257,42.42424242424242,2023-12-06 10:29:19.868488,2023-12-06 10:29:20.057528,0 days 00:00:00.189040,8,72,112,12,COMPLETE
661,3.074566798733556,4.618243889112028,28.848692043674166,54.285714285714285,2023-12-06 10:29:20.058322,2023-12-06 10:29:20.259279,0 days 00:00:00.200957,64,12,120,12,COMPLETE
662,-2.129876966397417,0.4589982138450245,-1.8160321597232663,29.268292682926827,2023-12-06 10:29:20.260194,2023-12-06 10:29:20.460363,0 days 00:00:00.200169,48,72,32,12,COMPLETE
663,2.8950026296900107,3.803539951741057,24.95140548272454,52.63157894736842,2023-12-06 10:29:20.461213,2023-12-06 10:29:20.653920,0 days 00:00:00.192707,64,4,164,12,COMPLETE
664,2.3013230964243823,2.604351446976512,14.453014429808457,51.21951219512195,2023-12-06 10:29:20.654988,2023-12-06 10:29:20.848127,0 days 00:00:00.193139,72,12,136,12,COMPLETE
665,3.712696212131964,3.888068811247098,46.09365489194585,45.94594594594595,2023-12-06 10:29:20.849133,2023-12-06 10:29:21.086169,0 days 00:00:00.237036,60,4,108,13,COMPLETE
666,2.0461435407130497,2.985890928615604,8.706588377559983,34.48275862068966,2023-12-06 10:29:21.087174,2023-12-06 10:29:21.299335,0 days 00:00:00.212161,68,64,204,13,COMPLETE
667,2.006899931734227,2.144555686413102,6.648570005556514,26.47058823529412,2023-12-06 10:29:21.300979,2023-12-06 10:29:21.518813,0 days 00:00:00.217834,40,68,112,13,COMPLETE
668,2.678835175301223,4.213912941604539,18.55274817114971,54.83870967741935,2023-12-06 10:29:21.519834,2023-12-06 10:29:21.722274,0 days 00:00:00.202440,64,16,184,13,COMPLETE
669,1.9848384848042724,1.8735474190230463,6.310846996073561,47.5,2023-12-06 10:29:21.723506,2023-12-06 10:29:21.925647,0 days 00:00:00.202141,48,12,184,13,COMPLETE
670,2.1137783537078545,1.87621963652088,7.339424023270609,45.65217391304348,2023-12-06 10:29:21.926713,2023-12-06 10:29:22.126254,0 days 00:00:00.199541,36,4,196,13,COMPLETE
671,0.7531137099407317,1.1944504302778707,2.344135484971331,37.704918032786885,2023-12-06 10:29:22.127473,2023-12-06 10:29:22.333319,0 days 00:00:00.205846,64,4,20,13,COMPLETE
672,3.6613452359081133,4.3972250682672716,39.351752296850115,48.78048780487805,2023-12-06 10:29:22.334475,2023-12-06 10:29:22.534616,0 days 00:00:00.200141,44,12,104,13,COMPLETE
673,-0.5404640515635402,0.7984910515048985,-0.7958534676171837,27.027027027027028,2023-12-06 10:29:22.535613,2023-12-06 10:29:22.732020,0 days 00:00:00.196407,44,48,32,13,COMPLETE
674,1.6515998870409145,2.0244667413390856,5.918078476952353,23.333333333333332,2023-12-06 10:29:22.732915,2023-12-06 10:29:22.926635,0 days 00:00:00.193720,64,48,16,13,COMPLETE
675,2.4980376229406267,3.31164586614117,19.144326941477082,51.28205128205128,2023-12-06 10:29:22.927506,2023-12-06 10:29:23.119850,0 days 00:00:00.192344,68,4,164,13,COMPLETE
676,2.448747953850922,2.30382624294,8.964987944597492,47.61904761904761,2023-12-06 10:29:23.120940,2023-12-06 10:29:23.313568,0 days 00:00:00.192628,48,4,204,13,COMPLETE
677,3.0874135846744575,2.4591032372251913,13.968994400415918,51.162790697674424,2023-12-06 10:29:23.314443,2023-12-06 10:29:23.504142,0 days 00:00:00.189699,44,4,104,13,COMPLETE
678,2.670942792741352,3.0936664207213465,20.104411978537982,44.73684210526316,2023-12-06 10:29:23.504929,2023-12-06 10:29:23.696695,0 days 00:00:00.191766,64,12,88,13,COMPLETE
679,2.0257456155716933,3.0480572972864706,9.314732909930486,27.27272727272727,2023-12-06 10:29:23.697557,2023-12-06 10:29:23.887144,0 days 00:00:00.189587,60,64,100,13,COMPLETE
680,3.108168197659702,3.5118258757798935,25.53059795946655,36.11111111111111,2023-12-06 10:29:23.887953,2023-12-06 10:29:24.077536,0 days 00:00:00.189583,8,12,212,13,COMPLETE
681,3.880333204690723,4.554947197000254,59.383304076578355,55.88235294117647,2023-12-06 10:29:24.078528,2023-12-06 10:29:24.274107,0 days 00:00:00.195579,64,4,112,13,COMPLETE
682,2.4691894695071936,2.245322806289679,16.677881383804674,43.39622641509434,2023-12-06 10:29:24.274992,2023-12-06 10:29:24.465109,0 days 00:00:00.190117,28,12,92,13,COMPLETE
683,3.5198958902887343,3.968513182216128,24.399242773783914,44.11764705882353,2023-12-06 10:29:24.466000,2023-12-06 10:29:24.659901,0 days 00:00:00.193901,8,64,156,13,COMPLETE
684,3.3941221994123785,3.7767194555954644,29.663876159212084,47.61904761904761,2023-12-06 10:29:24.660714,2023-12-06 10:29:24.850780,0 days 00:00:00.190066,44,12,92,13,COMPLETE
685,3.183600375976982,3.3421602514847413,31.699655099220678,51.162790697674424,2023-12-06 10:29:24.851665,2023-12-06 10:29:25.040342,0 days 00:00:00.188677,44,12,140,13,COMPLETE
686,2.4128408287782754,2.676158607487485,14.746871100647292,47.61904761904761,2023-12-06 10:29:25.041188,2023-12-06 10:29:25.233447,0 days 00:00:00.192259,72,8,156,13,COMPLETE
687,1.8877072050547818,2.836604269948599,8.96247726613894,34.61538461538461,2023-12-06 10:29:25.234372,2023-12-06 10:29:25.433095,0 days 00:00:00.198723,64,48,132,13,COMPLETE
688,1.865613544756502,2.748710547714238,9.274745773005675,37.03703703703704,2023-12-06 10:29:25.434017,2023-12-06 10:29:25.630375,0 days 00:00:00.196358,64,40,136,13,COMPLETE
689,2.721690380067353,2.1951405716689187,20.627037167863186,45.09803921568628,2023-12-06 10:29:25.631322,2023-12-06 10:29:25.829077,0 days 00:00:00.197755,24,12,204,13,COMPLETE
690,2.298001948406642,2.1839692112161466,7.684172520497757,48.717948717948715,2023-12-06 10:29:25.830003,2023-12-06 10:29:26.026304,0 days 00:00:00.196301,44,12,192,13,COMPLETE
691,2.5428607698646863,2.3645576380591296,9.440871493326009,47.61904761904761,2023-12-06 10:29:26.027225,2023-12-06 10:29:26.220757,0 days 00:00:00.193532,48,4,184,13,COMPLETE
692,2.6409838762708038,4.7293823227693395,13.77179336742588,58.06451612903226,2023-12-06 10:29:26.221812,2023-12-06 10:29:26.415840,0 days 00:00:00.194028,64,20,204,13,COMPLETE
693,3.0537892885489426,3.5245056426418677,25.087111179763596,47.368421052631575,2023-12-06 10:29:26.417074,2023-12-06 10:29:26.611365,0 days 00:00:00.194291,48,24,164,13,COMPLETE
694,-1.9040422145818918,0.5895950727468573,-2.74815537889294,32.3943661971831,2023-12-06 10:29:26.612403,2023-12-06 10:29:26.802037,0 days 00:00:00.189634,28,12,36,13,COMPLETE
695,1.2627174771510967,1.410690081457484,3.2597910921896136,28.846153846153843,2023-12-06 10:29:26.803029,2023-12-06 10:29:26.991740,0 days 00:00:00.188711,12,48,116,13,COMPLETE
696,2.2725750547989323,4.181656458492476,11.063702284647595,54.83870967741935,2023-12-06 10:29:26.992578,2023-12-06 10:29:27.353814,0 days 00:00:00.361236,68,20,204,13,COMPLETE
697,2.163897555929609,3.4414014662116212,11.273193371413376,40.0,2023-12-06 10:29:27.354744,2023-12-06 10:29:27.551731,0 days 00:00:00.196987,64,48,136,13,COMPLETE
698,2.5401314450509744,4.109962866241322,12.931976807178234,60.0,2023-12-06 10:29:27.552825,2023-12-06 10:29:27.751549,0 days 00:00:00.198724,64,24,204,13,COMPLETE
699,2.7254376935600853,2.7262116623890016,14.288721347804485,40.476190476190474,2023-12-06 10:29:27.752456,2023-12-06 10:29:27.947525,0 days 00:00:00.195069,48,40,80,13,COMPLETE
700,2.2628796156245254,1.9969159489298631,12.221606926404085,36.53846153846153,2023-12-06 10:29:27.948450,2023-12-06 10:29:28.137715,0 days 00:00:00.189265,28,12,164,13,COMPLETE
701,1.4195650497336347,1.479701427468859,4.0277117055737595,40.0,2023-12-06 10:29:28.138681,2023-12-06 10:29:28.329022,0 days 00:00:00.190341,36,12,184,13,COMPLETE
702,2.683015523859784,2.4518839289637953,11.080147437204879,46.808510638297875,2023-12-06 10:29:28.329821,2023-12-06 10:29:28.522840,0 days 00:00:00.193019,44,4,136,13,COMPLETE
703,1.484546523686546,1.4360114293161599,3.4534432496292777,25.0,2023-12-06 10:29:28.523714,2023-12-06 10:29:28.715276,0 days 00:00:00.191562,12,52,164,13,COMPLETE
704,2.7281604408290496,3.9245177037992347,15.923296334293353,53.57142857142857,2023-12-06 10:29:28.716303,2023-12-06 10:29:28.906062,0 days 00:00:00.189759,72,32,204,13,COMPLETE
705,1.9805766886070961,2.30326722765297,11.13712650376049,51.28205128205128,2023-12-06 10:29:28.906881,2023-12-06 10:29:29.101063,0 days 00:00:00.194182,64,12,80,13,COMPLETE
706,3.089401245948248,3.634460310348243,20.566065722124705,36.666666666666664,2023-12-06 10:29:29.101996,2023-12-06 10:29:29.296746,0 days 00:00:00.194750,48,72,120,13,COMPLETE
707,2.585236062198673,3.375059410218066,18.94807168261337,50.0,2023-12-06 10:29:29.297702,2023-12-06 10:29:29.487532,0 days 00:00:00.189830,64,16,164,13,COMPLETE
708,2.4484352264832467,2.82022611776384,11.159437761699838,31.03448275862069,2023-12-06 10:29:29.488357,2023-12-06 10:29:29.681820,0 days 00:00:00.193463,48,72,112,13,COMPLETE
709,3.433586184442824,3.871693364959131,34.80846711961092,48.78048780487805,2023-12-06 10:29:29.682708,2023-12-06 10:29:29.873005,0 days 00:00:00.190297,44,12,120,13,COMPLETE
710,1.6613678304737798,1.4756478410445921,3.942197383624211,28.26086956521739,2023-12-06 10:29:29.873891,2023-12-06 10:29:30.065794,0 days 00:00:00.191903,20,56,192,13,COMPLETE
711,2.506543436393899,2.9927869277204358,12.369589064089935,29.629629629629626,2023-12-06 10:29:30.066610,2023-12-06 10:29:30.258136,0 days 00:00:00.191526,48,68,112,13,COMPLETE
712,0.45513437843262744,1.106639631550664,1.396557976509841,40.74074074074074,2023-12-06 10:29:30.259025,2023-12-06 10:29:30.454436,0 days 00:00:00.195411,64,12,44,13,COMPLETE
713,-1.0810518351670586,0.6901997667115701,-1.4326613936839203,32.0,2023-12-06 10:29:30.455298,2023-12-06 10:29:30.647582,0 days 00:00:00.192284,32,64,48,13,COMPLETE
714,2.891946149735343,3.457464809074329,13.418693827027422,35.483870967741936,2023-12-06 10:29:30.648481,2023-12-06 10:29:30.842878,0 days 00:00:00.194397,48,56,172,13,COMPLETE
715,2.830786090190559,3.773205662114702,15.711651927422858,39.285714285714285,2023-12-06 10:29:30.844029,2023-12-06 10:29:31.069372,0 days 00:00:00.225343,72,64,172,14,COMPLETE
716,2.0228260764567483,1.8984431928036405,6.707804448620408,51.02040816326531,2023-12-06 10:29:31.070342,2023-12-06 10:29:31.265280,0 days 00:00:00.194938,44,12,72,14,COMPLETE
717,2.8950026296900107,3.803539951741057,24.95140548272454,52.63157894736842,2023-12-06 10:29:31.266219,2023-12-06 10:29:31.465121,0 days 00:00:00.198902,64,4,164,14,COMPLETE
718,2.8908088461321015,4.436853884714727,23.26209091826902,51.515151515151516,2023-12-06 10:29:31.466050,2023-12-06 10:29:31.661617,0 days 00:00:00.195567,64,8,196,14,COMPLETE
719,2.6118347299367035,2.527614467635558,9.526077878813783,52.63157894736842,2023-12-06 10:29:31.662594,2023-12-06 10:29:31.857100,0 days 00:00:00.194506,48,16,192,14,COMPLETE
720,2.2996259823738505,3.2015749742658,10.652775871458086,37.93103448275862,2023-12-06 10:29:31.858027,2023-12-06 10:29:32.054470,0 days 00:00:00.196443,64,64,196,14,COMPLETE
721,3.7465555803215045,4.204287724820257,27.803475062624166,45.16129032258064,2023-12-06 10:29:32.055578,2023-12-06 10:29:32.249933,0 days 00:00:00.194355,8,56,172,14,COMPLETE
722,1.9313523090612685,2.1566216600596424,10.498857635013042,52.27272727272727,2023-12-06 10:29:32.250873,2023-12-06 10:29:32.448961,0 days 00:00:00.198088,64,12,64,14,COMPLETE
723,2.5951412093613584,3.376815468025973,14.010774184774311,41.17647058823529,2023-12-06 10:29:32.449822,2023-12-06 10:29:32.649366,0 days 00:00:00.199544,8,32,112,14,COMPLETE
724,0.017378983629168798,0.9342180082340145,-0.3072143139009852,23.076923076923077,2023-12-06 10:29:32.650461,2023-12-06 10:29:32.843290,0 days 00:00:00.192829,64,48,20,14,COMPLETE
725,2.030318332809609,2.8414697007587963,8.570739196400545,29.166666666666668,2023-12-06 10:29:32.844420,2023-12-06 10:29:33.037020,0 days 00:00:00.192600,64,72,112,14,COMPLETE
726,3.7633554233504536,4.376676462269473,29.37881207908141,46.875,2023-12-06 10:29:33.038133,2023-12-06 10:29:33.232349,0 days 00:00:00.194216,8,72,132,14,COMPLETE
727,3.00942433014438,4.238468216610474,28.08364945647604,56.75675675675676,2023-12-06 10:29:33.233250,2023-12-06 10:29:33.426229,0 days 00:00:00.192979,64,12,164,14,COMPLETE
728,2.2984365642671998,3.172261911677489,11.744133872941362,40.625,2023-12-06 10:29:33.427116,2023-12-06 10:29:33.618057,0 days 00:00:00.190941,64,40,180,14,COMPLETE
729,2.627789780919822,2.3319358041577467,22.68652771813577,40.42553191489361,2023-12-06 10:29:33.618992,2023-12-06 10:29:33.810890,0 days 00:00:00.191898,36,12,136,14,COMPLETE
730,2.0715958826471876,3.213602151665409,9.329269322246695,43.333333333333336,2023-12-06 10:29:33.811931,2023-12-06 10:29:34.008092,0 days 00:00:00.196161,68,40,192,14,COMPLETE
