number,sharpe_ratio,profit factor,calmar_ratio,win rate,datetime_start,datetime_complete,duration,params_BBand_mult,params_BBand_window,params_OI_window_MA_f,params_OI_window_MA_s,system_attrs_nsga2:generation,state
753,2.904914156276987,2.2409050456433888,13.600648551157178,55.55555555555556,2023-12-06 10:20:56.691272,2023-12-06 10:20:56.883857,0 days 00:00:00.192585,2.3647329319940793,60,8,208,14,COMPLETE
754,2.147792695758252,1.5411147210405336,8.875167263839352,36.507936507936506,2023-12-06 10:20:56.884864,2023-12-06 10:20:57.076144,0 days 00:00:00.191280,2.761397570548098,16,24,168,14,COMPLETE
755,3.0437196301085683,2.0135740840806418,15.839577999174983,52.83018867924528,2023-12-06 10:20:57.076980,2023-12-06 10:20:57.270919,0 days 00:00:00.193939,2.0280402136725075,24,56,160,14,COMPLETE
756,3.290744126686957,2.0226193021078487,10.931901513859584,48.97959183673469,2023-12-06 10:20:57.271880,2023-12-06 10:20:57.465633,0 days 00:00:00.193753,2.2508979310006416,32,8,160,14,COMPLETE
757,3.9513018001435123,2.1513091718423634,13.24231226218231,41.66666666666667,2023-12-06 10:20:57.466492,2023-12-06 10:20:57.661164,0 days 00:00:00.194672,2.5338040278789333,56,8,72,14,COMPLETE
758,1.828992420601347,1.608298832988811,6.546541781041008,47.5,2023-12-06 10:20:57.662143,2023-12-06 10:20:57.865058,0 days 00:00:00.202915,2.2437881877707504,32,56,44,14,COMPLETE
759,3.0437196301085683,2.0135740840806418,15.839577999174983,52.83018867924528,2023-12-06 10:20:57.866041,2023-12-06 10:20:58.060255,0 days 00:00:00.194214,2.467182800438116,24,56,160,14,COMPLETE
760,2.00695060793225,1.6258705192335818,6.223480741375796,50.0,2023-12-06 10:20:58.061113,2023-12-06 10:20:58.251288,0 days 00:00:00.190175,2.5338040278789333,52,8,212,14,COMPLETE
761,,,,,2023-12-06 10:20:58.252117,2023-12-06 10:20:58.442365,0 days 00:00:00.190248,2.3970603201237415,4,8,216,14,FAIL
762,1.7006783572136597,1.4369028561037538,5.680177000897411,58.536585365853654,2023-12-06 10:20:58.443540,2023-12-06 10:20:58.635306,0 days 00:00:00.191766,2.761397570548098,32,56,160,14,COMPLETE
763,2.1431546162406097,1.7754792436943982,6.309597645384971,48.93617021276596,2023-12-06 10:20:58.636144,2023-12-06 10:20:58.828103,0 days 00:00:00.191959,2.3647329319940793,28,28,160,14,COMPLETE
764,2.73817477841888,2.090537797634514,11.773754771346685,54.054054054054056,2023-12-06 10:20:58.829081,2023-12-06 10:20:59.021145,0 days 00:00:00.192064,2.4640427276067967,60,8,200,14,COMPLETE
765,3.7274061932054066,2.403340956113595,18.98857138134131,52.17391304347826,2023-12-06 10:20:59.022026,2023-12-06 10:20:59.214231,0 days 00:00:00.192205,2.1853274484129073,48,8,168,14,COMPLETE
766,1.7006783572136597,1.4369028561037538,5.680177000897411,58.536585365853654,2023-12-06 10:20:59.215145,2023-12-06 10:20:59.406372,0 days 00:00:00.191227,2.5936302321164213,32,56,160,14,COMPLETE
767,4.163469021806837,2.764776555569574,23.10807930271251,51.06382978723404,2023-12-06 10:20:59.407223,2023-12-06 10:20:59.599213,0 days 00:00:00.191990,2.8238777865911753,48,8,160,14,COMPLETE
768,-0.12739121747517165,0.9397378763868814,-0.5332153453705778,34.883720930232556,2023-12-06 10:20:59.600133,2023-12-06 10:20:59.793777,0 days 00:00:00.193644,2.4200735711356405,56,52,72,14,COMPLETE
769,2.9502432529123963,2.255312130509088,13.393412451546993,58.333333333333336,2023-12-06 10:20:59.794759,2023-12-06 10:21:00.014871,0 days 00:00:00.220112,2.3410590446603425,60,8,212,15,COMPLETE
770,4.669212106905802,2.775446694161807,21.712260358968575,48.837209302325576,2023-12-06 10:21:00.015735,2023-12-06 10:21:00.204817,0 days 00:00:00.189082,2.3970603201237415,60,8,104,15,COMPLETE
771,3.805818804634113,2.035093675480345,10.381577278099721,45.28301886792453,2023-12-06 10:21:00.205837,2023-12-06 10:21:00.397048,0 days 00:00:00.191211,2.252686779989025,48,8,64,15,COMPLETE
772,3.5727902172494197,2.3770366756880437,21.33689111027033,49.122807017543856,2023-12-06 10:21:00.397909,2023-12-06 10:21:00.590212,0 days 00:00:00.192303,2.8834745634020846,24,8,212,15,COMPLETE
773,2.216958946032078,1.8086743222390158,6.910758331790466,47.05882352941176,2023-12-06 10:21:00.591124,2023-12-06 10:21:00.782859,0 days 00:00:00.191735,2.4776220817084647,60,56,160,15,COMPLETE
774,4.777982748313889,2.679884217164555,31.57836849419224,48.837209302325576,2023-12-06 10:21:00.783751,2023-12-06 10:21:00.975929,0 days 00:00:00.192178,2.5338040278789333,60,8,88,15,COMPLETE
775,3.21570789130799,1.7692507571000597,14.891416763997226,41.7910447761194,2023-12-06 10:21:00.976822,2023-12-06 10:21:01.167643,0 days 00:00:00.190821,2.0576777333709275,16,8,148,15,COMPLETE
776,3.0872139509263343,2.1317825801272874,15.300970346446407,48.0,2023-12-06 10:21:01.168473,2023-12-06 10:21:01.357771,0 days 00:00:00.189298,2.9578293224814454,24,68,160,15,COMPLETE
777,2.904914156276987,2.2409050456433888,13.600648551157178,55.55555555555556,2023-12-06 10:21:01.358855,2023-12-06 10:21:01.572108,0 days 00:00:00.213253,2.1912702122979324,60,8,208,15,COMPLETE
778,3.7274061932054066,2.403340956113595,18.98857138134131,52.17391304347826,2023-12-06 10:21:01.573057,2023-12-06 10:21:01.765011,0 days 00:00:00.191954,2.247114386075528,48,8,168,15,COMPLETE
779,3.481508141260355,1.8398947031444866,12.006559368596323,42.592592592592595,2023-12-06 10:21:01.765906,2023-12-06 10:21:01.956570,0 days 00:00:00.190664,2.4200735711356405,48,8,88,15,COMPLETE
780,3.432032137772887,2.396686707925012,16.920209021160055,51.28205128205128,2023-12-06 10:21:01.957441,2023-12-06 10:21:02.147968,0 days 00:00:00.190527,2.3647329319940793,60,8,164,15,COMPLETE
781,3.2934941902265433,2.401930582090694,17.740245979086897,54.761904761904766,2023-12-06 10:21:02.148855,2023-12-06 10:21:02.339773,0 days 00:00:00.190918,2.467182800438116,48,8,200,15,COMPLETE
782,3.015229722738099,1.608782930033417,9.617217772946418,42.10526315789473,2023-12-06 10:21:02.340798,2023-12-06 10:21:02.529518,0 days 00:00:00.188720,2.0280402136725075,32,8,96,15,COMPLETE
783,3.0457714183257245,1.5893345702574662,10.186244002580956,44.15584415584416,2023-12-06 10:21:02.530372,2023-12-06 10:21:02.720253,0 days 00:00:00.189881,2.467182800438116,24,8,72,15,COMPLETE
784,3.3312997970740947,2.2637683114090343,15.61993601393836,55.00000000000001,2023-12-06 10:21:02.721107,2023-12-06 10:21:02.910704,0 days 00:00:00.189597,2.5338040278789333,60,8,168,15,COMPLETE
785,2.8054705850796116,1.993606659234091,6.920708845163875,54.347826086956516,2023-12-06 10:21:02.911631,2023-12-06 10:21:03.103130,0 days 00:00:00.191499,2.5338040278789333,60,12,52,15,COMPLETE
786,-4.666198915497606,0.5970910840107918,-2.1719191475971518,26.446280991735538,2023-12-06 10:21:03.104066,2023-12-06 10:21:03.292125,0 days 00:00:00.188059,1.6082450003898354,8,8,168,15,COMPLETE
787,3.9181315004152384,2.380922062147527,24.1361267209299,52.83018867924528,2023-12-06 10:21:03.293045,2023-12-06 10:21:03.482061,0 days 00:00:00.189016,2.8199356026749016,24,64,144,15,COMPLETE
788,2.631689452732266,2.1933407952099055,12.595411975618271,47.91666666666667,2023-12-06 10:21:03.482909,2023-12-06 10:21:03.671075,0 days 00:00:00.188166,2.5338040278789333,24,60,200,15,COMPLETE
789,-0.8725013087040806,0.781486751043154,-1.9191643750416054,38.88888888888889,2023-12-06 10:21:03.672248,2023-12-06 10:21:03.862568,0 days 00:00:00.190320,2.437847299624882,24,64,12,15,COMPLETE
790,2.969833287942129,2.0479490302336174,12.938847803488764,52.38095238095239,2023-12-06 10:21:03.863533,2023-12-06 10:21:04.052046,0 days 00:00:00.188513,2.8834745634020846,56,8,168,15,COMPLETE
791,-0.6282327914200312,0.8976445204803637,-1.274974501905063,39.21568627450981,2023-12-06 10:21:04.052899,2023-12-06 10:21:04.241107,0 days 00:00:00.188208,1.515804566879927,48,8,168,15,COMPLETE
792,1.79138950938614,1.4658404341811093,5.705867121002328,55.81395348837209,2023-12-06 10:21:04.241957,2023-12-06 10:21:04.431420,0 days 00:00:00.189463,2.5936302321164213,32,44,160,15,COMPLETE
793,2.5860239191261605,1.9908648010490255,9.968266291976718,56.75675675675676,2023-12-06 10:21:04.432295,2023-12-06 10:21:04.619727,0 days 00:00:00.187432,2.980254961627888,60,4,212,15,COMPLETE
794,4.62836817106822,2.3675607699587986,37.383539805996676,45.20547945205479,2023-12-06 10:21:04.620662,2023-12-06 10:21:04.807575,0 days 00:00:00.186913,2.8121851452978115,24,8,104,15,COMPLETE
795,1.815331584227402,1.5643435313544973,4.204274189330953,51.06382978723404,2023-12-06 10:21:04.808573,2023-12-06 10:21:04.997446,0 days 00:00:00.188873,2.768827669736522,28,36,168,15,COMPLETE
796,2.1850063439053793,1.6827347658492107,6.570245921812312,49.09090909090909,2023-12-06 10:21:04.998393,2023-12-06 10:21:05.208431,0 days 00:00:00.210038,2.7776099799294736,20,32,160,15,COMPLETE
797,0.4914082136380104,1.1120871868584843,0.9659104752689289,30.23255813953488,2023-12-06 10:21:05.209475,2023-12-06 10:21:05.538621,0 days 00:00:00.329146,2.467182800438116,56,56,72,15,COMPLETE
798,1.8798254470605884,1.613768050591379,5.491935363580811,48.57142857142857,2023-12-06 10:21:05.539546,2023-12-06 10:21:05.735391,0 days 00:00:00.195845,2.683775016905929,52,56,168,15,COMPLETE
799,3.424345268873113,2.186832000266376,19.48470936754926,46.774193548387096,2023-12-06 10:21:05.736255,2023-12-06 10:21:05.943556,0 days 00:00:00.207301,2.4200735711356405,24,8,168,15,COMPLETE
800,3.8115127408459233,2.2346675571989114,19.260011342110715,54.385964912280706,2023-12-06 10:21:05.944690,2023-12-06 10:21:06.142186,0 days 00:00:00.197496,2.9154084588893077,24,60,132,15,COMPLETE
801,4.066851166925202,2.6969462964505557,22.27519784249757,52.17391304347826,2023-12-06 10:21:06.143185,2023-12-06 10:21:06.341961,0 days 00:00:00.198776,2.761397570548098,48,8,164,15,COMPLETE
802,2.9502432529123963,2.255312130509088,13.393412451546993,58.333333333333336,2023-12-06 10:21:06.342892,2023-12-06 10:21:06.538259,0 days 00:00:00.195367,2.995500894740079,60,8,212,15,COMPLETE
803,4.07929510566934,2.954813465672177,20.515475482822993,47.368421052631575,2023-12-06 10:21:06.539114,2023-12-06 10:21:06.734243,0 days 00:00:00.195129,2.5338040278789333,60,8,152,15,COMPLETE
804,2.9502432529123963,2.255312130509088,13.393412451546993,58.333333333333336,2023-12-06 10:21:06.735108,2023-12-06 10:21:06.932964,0 days 00:00:00.197856,2.7357935270226985,60,8,212,15,COMPLETE
805,1.7178443487073398,1.5582923371147885,5.371794411992566,42.5,2023-12-06 10:21:06.933820,2023-12-06 10:21:07.131490,0 days 00:00:00.197670,2.5338040278789333,72,8,168,15,COMPLETE
806,3.788562164857997,1.9504376102140815,16.739506887129654,42.592592592592595,2023-12-06 10:21:07.132350,2023-12-06 10:21:07.326730,0 days 00:00:00.194380,2.8306414474750996,48,8,96,15,COMPLETE
807,3.806621496261292,2.19732987869831,13.802435870963802,34.090909090909086,2023-12-06 10:21:07.327823,2023-12-06 10:21:07.524903,0 days 00:00:00.197080,2.8306414474750996,60,20,104,15,COMPLETE
808,0.8681734200809944,1.148246096415609,2.141623990950854,33.33333333333333,2023-12-06 10:21:07.525770,2023-12-06 10:21:07.724991,0 days 00:00:00.199221,1.8013621006449516,60,48,104,15,COMPLETE
809,3.290744126686957,2.0226193021078487,10.931901513859584,48.97959183673469,2023-12-06 10:21:07.725914,2023-12-06 10:21:07.920269,0 days 00:00:00.194355,2.467182800438116,32,8,160,15,COMPLETE
810,3.288275471209656,2.3653793107787062,12.207013141760667,57.14285714285714,2023-12-06 10:21:07.921167,2023-12-06 10:21:08.116191,0 days 00:00:00.195024,2.0789158222471986,60,68,144,15,COMPLETE
811,1.3308930483021542,1.4552497376575868,4.231942147779721,51.42857142857142,2023-12-06 10:21:08.117052,2023-12-06 10:21:08.314155,0 days 00:00:00.197103,2.6842122459256803,68,8,212,15,COMPLETE
812,1.4866480249209988,1.5262975978878643,4.897728341390088,48.64864864864865,2023-12-06 10:21:08.315038,2023-12-06 10:21:08.510674,0 days 00:00:00.195636,2.5600994151961634,72,8,216,15,COMPLETE
813,-0.5583922613764686,0.8189072003448239,-1.0962936992311216,34.146341463414636,2023-12-06 10:21:08.511658,2023-12-06 10:21:08.710402,0 days 00:00:00.198744,2.761397570548098,32,72,28,15,COMPLETE
814,-5.966838377489361,0.5168158220134582,-1.993830116004608,24.59016393442623,2023-12-06 10:21:08.711302,2023-12-06 10:21:08.904705,0 days 00:00:00.193403,1.9104640369180204,8,48,160,15,COMPLETE
815,0.42080168476340596,1.0216656096580397,0.4460619473260755,33.33333333333333,2023-12-06 10:21:08.905546,2023-12-06 10:21:09.109499,0 days 00:00:00.203953,1.9241002343444662,24,60,152,15,COMPLETE
816,3.6818413495995856,2.1758808236561378,20.091378960077087,46.774193548387096,2023-12-06 10:21:09.110378,2023-12-06 10:21:09.306206,0 days 00:00:00.195828,2.2437881877707504,24,8,164,15,COMPLETE
817,1.7006783572136597,1.4369028561037538,5.680177000897411,58.536585365853654,2023-12-06 10:21:09.307059,2023-12-06 10:21:09.502460,0 days 00:00:00.195401,2.467182800438116,32,56,160,15,COMPLETE
818,3.0691943739074787,2.134895322991869,15.3412126380748,53.48837209302325,2023-12-06 10:21:09.503332,2023-12-06 10:21:09.698069,0 days 00:00:00.194737,2.5338040278789333,48,8,212,15,COMPLETE
819,3.9898479357292698,2.3236511827031205,20.24055878100403,45.83333333333333,2023-12-06 10:21:09.699011,2023-12-06 10:21:09.922730,0 days 00:00:00.223719,2.761397570548098,48,8,124,16,COMPLETE
820,2.9502432529123963,2.255312130509088,13.393412451546993,58.333333333333336,2023-12-06 10:21:09.923566,2023-12-06 10:21:10.118386,0 days 00:00:00.194820,2.5338040278789333,60,8,212,16,COMPLETE
821,2.5345754590949543,1.853444181234887,8.985717902704101,43.58974358974359,2023-12-06 10:21:10.119497,2023-12-06 10:21:10.312811,0 days 00:00:00.193314,2.5338040278789333,64,8,168,16,COMPLETE
822,1.6160869063577619,1.4915915127475066,3.9770676557374824,45.94594594594595,2023-12-06 10:21:10.313667,2023-12-06 10:21:10.509169,0 days 00:00:00.195502,2.5338040278789333,60,44,144,16,COMPLETE
823,1.8785554865845244,1.855845813200797,5.150156941069963,50.0,2023-12-06 10:21:10.510072,2023-12-06 10:21:10.705820,0 days 00:00:00.195748,2.995500894740079,60,72,212,16,COMPLETE
824,2.73817477841888,2.090537797634514,11.773754771346685,54.054054054054056,2023-12-06 10:21:10.706679,2023-12-06 10:21:10.899942,0 days 00:00:00.193263,2.467182800438116,60,8,200,16,COMPLETE
825,2.0429368327045263,1.6792071199128076,7.091433818018154,54.054054054054056,2023-12-06 10:21:10.900800,2023-12-06 10:21:11.098762,0 days 00:00:00.197962,2.467182800438116,48,56,160,16,COMPLETE
826,3.5858682174888323,2.3884147394166435,21.67855012359631,50.0,2023-12-06 10:21:11.099659,2023-12-06 10:21:11.292962,0 days 00:00:00.193303,2.3140061383314166,24,20,168,16,COMPLETE
827,1.265903213497992,1.1701469188893354,3.886109425785433,37.83783783783784,2023-12-06 10:21:11.293806,2023-12-06 10:21:11.488595,0 days 00:00:00.194789,1.5362313010501902,32,8,212,16,COMPLETE
828,2.7109498563657723,1.8913586371051259,11.92606983425768,49.056603773584904,2023-12-06 10:21:11.489474,2023-12-06 10:21:11.686439,0 days 00:00:00.196965,2.5936302321164213,24,60,160,16,COMPLETE
829,1.8785554865845244,1.855845813200797,5.150156941069963,50.0,2023-12-06 10:21:11.687400,2023-12-06 10:21:11.883383,0 days 00:00:00.195983,2.5338040278789333,60,72,212,16,COMPLETE
830,3.3312997970740947,2.2637683114090343,15.61993601393836,55.00000000000001,2023-12-06 10:21:11.884295,2023-12-06 10:21:12.078213,0 days 00:00:00.193918,2.467182800438116,60,8,168,16,COMPLETE
831,4.994968341201114,3.047495459221238,20.27574151564522,52.38095238095239,2023-12-06 10:21:12.079115,2023-12-06 10:21:12.272703,0 days 00:00:00.193588,2.0789158222471986,60,8,64,16,COMPLETE
832,3.3885467025041742,2.0749536573995577,15.939018349801435,53.84615384615385,2023-12-06 10:21:12.273583,2023-12-06 10:21:12.469260,0 days 00:00:00.195677,2.9270944405191375,24,60,144,16,COMPLETE
833,4.333233234908646,2.8380529241452597,15.024310393833689,48.888888888888886,2023-12-06 10:21:12.470194,2023-12-06 10:21:12.682102,0 days 00:00:00.211908,2.645059715201972,60,8,44,16,COMPLETE
834,2.904914156276987,2.2409050456433888,13.600648551157178,55.55555555555556,2023-12-06 10:21:12.683200,2023-12-06 10:21:12.880191,0 days 00:00:00.196991,2.3647329319940793,60,8,208,16,COMPLETE
835,2.216958946032078,1.8086743222390158,6.910758331790466,47.05882352941176,2023-12-06 10:21:12.881117,2023-12-06 10:21:13.074480,0 days 00:00:00.193363,2.761397570548098,60,56,160,16,COMPLETE
836,2.5957230888794376,1.7186693237218176,9.91628166224535,58.536585365853654,2023-12-06 10:21:13.075343,2023-12-06 10:21:13.270080,0 days 00:00:00.194737,2.467182800438116,32,64,144,16,COMPLETE
837,2.2927994047293283,1.7085551167380577,6.578698023220388,48.78048780487805,2023-12-06 10:21:13.271017,2023-12-06 10:21:13.464962,0 days 00:00:00.193945,2.995500894740079,32,20,168,16,COMPLETE
838,1.570983346328072,1.3318188891231908,3.0695337476681246,41.30434782608695,2023-12-06 10:21:13.465810,2023-12-06 10:21:13.659055,0 days 00:00:00.193245,2.5338040278789333,36,16,160,16,COMPLETE
839,2.361004848575107,1.7151922538236868,8.772396191841036,51.11111111111111,2023-12-06 10:21:13.659928,2023-12-06 10:21:13.853908,0 days 00:00:00.193980,2.5936302321164213,32,8,212,16,COMPLETE
840,3.2934941902265433,2.401930582090694,17.740245979086897,54.761904761904766,2023-12-06 10:21:13.854926,2023-12-06 10:21:14.049469,0 days 00:00:00.194543,2.467182800438116,48,8,200,16,COMPLETE
841,1.3945863212736043,1.4882500569482828,4.59796811911592,48.64864864864865,2023-12-06 10:21:14.050331,2023-12-06 10:21:14.242990,0 days 00:00:00.192659,2.2437881877707504,72,8,212,16,COMPLETE
842,1.7006783572136597,1.4369028561037538,5.680177000897411,58.536585365853654,2023-12-06 10:21:14.243893,2023-12-06 10:21:14.441561,0 days 00:00:00.197668,2.8306414474750996,32,56,160,16,COMPLETE
843,4.23715520123201,2.634313416934444,18.56888394406657,43.90243902439025,2023-12-06 10:21:14.442506,2023-12-06 10:21:14.640399,0 days 00:00:00.197893,2.4200735711356405,60,8,132,16,COMPLETE
844,4.777982748313889,2.679884217164555,31.57836849419224,48.837209302325576,2023-12-06 10:21:14.641343,2023-12-06 10:21:14.834014,0 days 00:00:00.192671,2.0789158222471986,60,8,88,16,COMPLETE
845,2.237835795976196,1.8253771940723824,9.301532161449302,45.94594594594595,2023-12-06 10:21:14.834864,2023-12-06 10:21:15.027228,0 days 00:00:00.192364,2.467182800438116,72,8,160,16,COMPLETE
846,2.9502432529123963,2.255312130509088,13.393412451546993,58.333333333333336,2023-12-06 10:21:15.028227,2023-12-06 10:21:15.220931,0 days 00:00:00.192704,2.8919519707080057,60,8,212,16,COMPLETE
847,1.744390860327525,1.2995902012737248,5.553579067738086,45.26315789473684,2023-12-06 10:21:15.221799,2023-12-06 10:21:15.550566,0 days 00:00:00.328767,1.992716949315715,60,4,156,16,COMPLETE
848,3.7555324215947263,2.4095336126673423,25.439270701013164,49.152542372881356,2023-12-06 10:21:15.551420,2023-12-06 10:21:15.747205,0 days 00:00:00.195785,2.209905369246883,24,40,144,16,COMPLETE
849,1.4544037960551957,1.2953841517307556,2.614434921554726,42.5531914893617,2023-12-06 10:21:15.748069,2023-12-06 10:21:15.946524,0 days 00:00:00.198455,2.645059715201972,8,8,212,16,COMPLETE
850,0.28981664447187283,1.0248665502249024,0.3968342252689926,41.509433962264154,2023-12-06 10:21:15.947582,2023-12-06 10:21:16.144836,0 days 00:00:00.197254,2.3647329319940793,32,56,84,16,COMPLETE
851,4.066851166925202,2.6969462964505557,22.27519784249757,52.17391304347826,2023-12-06 10:21:16.145790,2023-12-06 10:21:16.352392,0 days 00:00:00.206602,2.761397570548098,48,8,164,16,COMPLETE
852,1.7006783572136597,1.4369028561037538,5.680177000897411,58.536585365853654,2023-12-06 10:21:16.353330,2023-12-06 10:21:16.553516,0 days 00:00:00.200186,2.5936302321164213,32,56,160,16,COMPLETE
853,1.7356670079127137,1.472047683919989,5.30289427854571,47.16981132075472,2023-12-06 10:21:16.554387,2023-12-06 10:21:16.750666,0 days 00:00:00.196279,2.5338040278789333,60,8,20,16,COMPLETE
854,3.107344167831468,1.9287720523787497,9.668217178748026,50.0,2023-12-06 10:21:16.751541,2023-12-06 10:21:16.949340,0 days 00:00:00.197799,2.6306113963197406,32,8,164,16,COMPLETE
855,3.3312997970740947,2.2637683114090343,15.61993601393836,55.00000000000001,2023-12-06 10:21:16.950263,2023-12-06 10:21:17.149194,0 days 00:00:00.198931,2.995500894740079,60,8,168,16,COMPLETE
856,3.2934941902265433,2.401930582090694,17.740245979086897,54.761904761904766,2023-12-06 10:21:17.150062,2023-12-06 10:21:17.349615,0 days 00:00:00.199553,2.467182800438116,48,8,200,16,COMPLETE
857,3.3312997970740947,2.2637683114090343,15.61993601393836,55.00000000000001,2023-12-06 10:21:17.350558,2023-12-06 10:21:17.549848,0 days 00:00:00.199290,2.684351106950447,60,8,168,16,COMPLETE
858,1.6126496643526829,1.4242760211554706,5.348249396129571,55.00000000000001,2023-12-06 10:21:17.550908,2023-12-06 10:21:17.748572,0 days 00:00:00.197664,2.9097269087202697,32,64,160,16,COMPLETE
859,1.6170620212966815,1.4419273492080458,3.3966581752291187,43.24324324324324,2023-12-06 10:21:17.749482,2023-12-06 10:21:17.949650,0 days 00:00:00.200168,2.467182800438116,60,56,144,16,COMPLETE
860,2.545326574257116,1.7220660360865823,6.7993152453350465,37.93103448275862,2023-12-06 10:21:17.950559,2023-12-06 10:21:18.153910,0 days 00:00:00.203351,2.467182800438116,48,8,40,16,COMPLETE
861,1.267680685105002,1.2303874338847554,4.366959596256962,42.64705882352941,2023-12-06 10:21:18.154961,2023-12-06 10:21:18.352638,0 days 00:00:00.197677,2.467182800438116,16,8,168,16,COMPLETE
862,2.8639551014093128,2.0507457688576993,11.962029005071162,55.00000000000001,2023-12-06 10:21:18.353579,2023-12-06 10:21:18.551993,0 days 00:00:00.198414,2.0789158222471986,48,68,144,16,COMPLETE
863,-0.6122249289483501,0.8718296866155403,-0.9032378181210812,30.909090909090907,2023-12-06 10:21:18.553060,2023-12-06 10:21:18.749719,0 days 00:00:00.196659,1.5527742187458755,24,60,168,16,COMPLETE
864,-0.6122249289483501,0.8718296866155403,-0.9032378181210812,30.909090909090907,2023-12-06 10:21:18.750620,2023-12-06 10:21:18.948937,0 days 00:00:00.198317,1.6302518351081716,24,60,168,16,COMPLETE
865,2.9502432529123963,2.255312130509088,13.393412451546993,58.333333333333336,2023-12-06 10:21:18.949872,2023-12-06 10:21:19.148290,0 days 00:00:00.198418,2.4776220817084647,60,8,212,16,COMPLETE
866,-5.778533330218419,0.39406879753303753,-2.5219481705806035,25.78125,2023-12-06 10:21:19.149196,2023-12-06 10:21:19.343205,0 days 00:00:00.194009,1.609739184874822,24,60,4,16,COMPLETE
867,-0.6561782076282937,0.8388549451909072,-1.3970501546920846,30.136986301369863,2023-12-06 10:21:19.344091,2023-12-06 10:21:19.540132,0 days 00:00:00.196041,2.5936302321164213,12,72,160,16,COMPLETE
868,3.2753652591298024,2.207602709982736,10.251572556311128,42.857142857142854,2023-12-06 10:21:19.541085,2023-12-06 10:21:19.753214,0 days 00:00:00.212129,2.5338040278789333,60,8,32,16,COMPLETE
869,2.361004848575107,1.7151922538236868,8.772396191841036,51.11111111111111,2023-12-06 10:21:19.754271,2023-12-06 10:21:19.981690,0 days 00:00:00.227419,2.467182800438116,32,8,212,17,COMPLETE
870,-1.4539722560747543,0.7411144932913939,-1.794402210388385,29.333333333333332,2023-12-06 10:21:19.982660,2023-12-06 10:21:20.178438,0 days 00:00:00.195778,2.7736304836253693,12,8,212,17,COMPLETE
871,3.3312997970740947,2.2637683114090343,15.61993601393836,55.00000000000001,2023-12-06 10:21:20.179409,2023-12-06 10:21:20.376006,0 days 00:00:00.196597,2.5338040278789333,60,8,168,17,COMPLETE
872,2.9502432529123963,2.255312130509088,13.393412451546993,58.333333333333336,2023-12-06 10:21:20.377064,2023-12-06 10:21:20.573610,0 days 00:00:00.196546,2.2437881877707504,60,8,212,17,COMPLETE
873,-0.7305232982021895,0.8352139592635213,-1.4165727523975908,29.166666666666668,2023-12-06 10:21:20.574540,2023-12-06 10:21:20.771247,0 days 00:00:00.196707,2.995500894740079,12,48,144,17,COMPLETE
874,3.031839206458269,2.186674580940293,14.796670368347748,47.61904761904761,2023-12-06 10:21:20.772164,2023-12-06 10:21:20.966988,0 days 00:00:00.194824,2.5338040278789333,48,8,176,17,COMPLETE
875,,,,,2023-12-06 10:21:20.967851,2023-12-06 10:21:21.164975,0 days 00:00:00.197124,2.760870854972022,4,68,144,17,FAIL
876,3.3312997970740947,2.2637683114090343,15.61993601393836,55.00000000000001,2023-12-06 10:21:21.166273,2023-12-06 10:21:21.363510,0 days 00:00:00.197237,2.7357935270226985,60,8,168,17,COMPLETE
877,-4.411133330459486,0.6410623104117263,-2.1706868868410436,28.404669260700388,2023-12-06 10:21:21.364466,2023-12-06 10:21:21.561006,0 days 00:00:00.196540,1.7891958401751578,8,8,96,17,COMPLETE
878,2.640105713175442,2.053405474121606,11.403045566441529,54.761904761904766,2023-12-06 10:21:21.562040,2023-12-06 10:21:21.758316,0 days 00:00:00.196276,2.467182800438116,32,8,192,17,COMPLETE
879,1.4544037960551957,1.2953841517307556,2.614434921554726,42.5531914893617,2023-12-06 10:21:21.759235,2023-12-06 10:21:21.955447,0 days 00:00:00.196212,2.5338040278789333,8,8,212,17,COMPLETE
880,3.3312997970740947,2.2637683114090343,15.61993601393836,55.00000000000001,2023-12-06 10:21:21.956327,2023-12-06 10:21:22.152140,0 days 00:00:00.195813,2.684351106950447,60,8,168,17,COMPLETE
881,2.9502432529123963,2.255312130509088,13.393412451546993,58.333333333333336,2023-12-06 10:21:22.153069,2023-12-06 10:21:22.347214,0 days 00:00:00.194145,2.632871536759227,60,8,212,17,COMPLETE
882,2.73817477841888,2.090537797634514,11.773754771346685,54.054054054054056,2023-12-06 10:21:22.348124,2023-12-06 10:21:22.544524,0 days 00:00:00.196400,2.467182800438116,60,8,200,17,COMPLETE
883,3.2934941902265433,2.401930582090694,17.740245979086897,54.761904761904766,2023-12-06 10:21:22.545692,2023-12-06 10:21:22.739988,0 days 00:00:00.194296,2.467182800438116,48,8,200,17,COMPLETE
884,0.5063918865497662,1.056846969956489,0.6335420075612613,32.6530612244898,2023-12-06 10:21:22.740866,2023-12-06 10:21:22.956802,0 days 00:00:00.215936,2.684351106950447,8,8,188,17,COMPLETE
885,4.06101795275277,2.572193537602254,18.466214870365327,45.0,2023-12-06 10:21:22.957800,2023-12-06 10:21:23.152445,0 days 00:00:00.194645,2.5338040278789333,60,8,144,17,COMPLETE
886,1.885583072290024,1.9017908327134174,5.555555003645078,46.666666666666664,2023-12-06 10:21:23.153349,2023-12-06 10:21:23.349036,0 days 00:00:00.195687,2.0598652036459346,60,68,212,17,COMPLETE
