number,value,datetime_start,datetime_complete,duration,params_BBand_window,params_OI_window_MA_f,params_OI_window_MA_s,params_RV_period,params_RV_window,state
956,0.028822195375140556,2023-12-07 12:56:05.757275,2023-12-07 12:56:05.997158,0 days 00:00:00.239883,12,4,40,120,64,COMPLETE
957,2.780940443930743,2023-12-07 12:56:05.998084,2023-12-07 12:56:06.237501,0 days 00:00:00.239417,68,8,40,120,60,COMPLETE
958,4.147616299781392,2023-12-07 12:56:06.238425,2023-12-07 12:56:06.480954,0 days 00:00:00.242529,64,4,44,120,68,COMPLETE
959,4.383801129048291,2023-12-07 12:56:06.481989,2023-12-07 12:56:06.735446,0 days 00:00:00.253457,60,4,36,120,68,COMPLETE
960,0.9415006518931616,2023-12-07 12:56:06.736381,2023-12-07 12:56:06.978511,0 days 00:00:00.242130,68,8,44,144,72,COMPLETE
961,4.4322972054347805,2023-12-07 12:56:06.979522,2023-12-07 12:56:07.220225,0 days 00:00:00.240703,64,4,40,120,68,COMPLETE
962,4.4322972054347805,2023-12-07 12:56:07.221195,2023-12-07 12:56:07.459078,0 days 00:00:00.237883,64,4,40,120,68,COMPLETE
963,4.163536611444732,2023-12-07 12:56:07.459997,2023-12-07 12:56:07.703478,0 days 00:00:00.243481,60,4,36,96,68,COMPLETE
964,2.268726461951497,2023-12-07 12:56:07.704417,2023-12-07 12:56:07.948900,0 days 00:00:00.244483,64,8,40,120,48,COMPLETE
965,1.0403606121855555,2023-12-07 12:56:07.949873,2023-12-07 12:56:08.197702,0 days 00:00:00.247829,24,4,44,120,72,COMPLETE
966,3.3499515530652992,2023-12-07 12:56:08.198810,2023-12-07 12:56:08.440334,0 days 00:00:00.241524,68,4,40,120,64,COMPLETE
967,4.0135191330815445,2023-12-07 12:56:08.441253,2023-12-07 12:56:08.688663,0 days 00:00:00.247410,64,8,40,120,68,COMPLETE
968,3.9700718375424495,2023-12-07 12:56:08.689909,2023-12-07 12:56:08.953519,0 days 00:00:00.263610,64,4,36,120,64,COMPLETE
969,3.7883495987783427,2023-12-07 12:56:08.954551,2023-12-07 12:56:09.214410,0 days 00:00:00.259859,36,4,40,144,68,COMPLETE
970,2.324816156708996,2023-12-07 12:56:09.215611,2023-12-07 12:56:09.459834,0 days 00:00:00.244223,60,8,44,120,72,COMPLETE
971,4.4322972054347805,2023-12-07 12:56:09.460830,2023-12-07 12:56:09.711563,0 days 00:00:00.250733,64,4,40,120,68,COMPLETE
972,1.2385106152919796,2023-12-07 12:56:09.712500,2023-12-07 12:56:09.950951,0 days 00:00:00.238451,68,4,32,120,40,COMPLETE
973,2.9277397729155417,2023-12-07 12:56:09.951867,2023-12-07 12:56:10.189579,0 days 00:00:00.237712,64,4,36,96,64,COMPLETE
974,4.0135191330815445,2023-12-07 12:56:10.190558,2023-12-07 12:56:10.585310,0 days 00:00:00.394752,64,8,40,120,68,COMPLETE
975,4.424350506325201,2023-12-07 12:56:10.586233,2023-12-07 12:56:10.829144,0 days 00:00:00.242911,60,4,40,120,68,COMPLETE
976,3.833784500393129,2023-12-07 12:56:10.830056,2023-12-07 12:56:11.072839,0 days 00:00:00.242783,64,4,44,120,72,COMPLETE
977,4.4322972054347805,2023-12-07 12:56:11.073775,2023-12-07 12:56:11.318408,0 days 00:00:00.244633,64,4,40,120,68,COMPLETE
978,3.6659623487948947,2023-12-07 12:56:11.319334,2023-12-07 12:56:11.561049,0 days 00:00:00.241715,68,8,36,120,64,COMPLETE
979,4.424350506325201,2023-12-07 12:56:11.562098,2023-12-07 12:56:11.813704,0 days 00:00:00.251606,60,4,40,120,68,COMPLETE
980,0.499633857585015,2023-12-07 12:56:11.815219,2023-12-07 12:56:12.083836,0 days 00:00:00.268617,64,64,44,96,72,COMPLETE
981,4.09204429593979,2023-12-07 12:56:12.085265,2023-12-07 12:56:12.344031,0 days 00:00:00.258766,68,4,40,120,68,COMPLETE
982,2.3750012255487336,2023-12-07 12:56:12.345026,2023-12-07 12:56:12.592742,0 days 00:00:00.247716,64,28,40,144,68,COMPLETE
983,3.7523122511961016,2023-12-07 12:56:12.593718,2023-12-07 12:56:12.883872,0 days 00:00:00.290154,64,8,36,120,64,COMPLETE
984,4.140668817167323,2023-12-07 12:56:12.884906,2023-12-07 12:56:13.147861,0 days 00:00:00.262955,60,4,44,120,68,COMPLETE
985,4.1110970984407595,2023-12-07 12:56:13.149219,2023-12-07 12:56:13.401807,0 days 00:00:00.252588,64,4,40,120,72,COMPLETE
986,4.09204429593979,2023-12-07 12:56:13.402819,2023-12-07 12:56:13.644118,0 days 00:00:00.241299,68,4,40,120,68,COMPLETE
987,4.057901658315853,2023-12-07 12:56:13.645053,2023-12-07 12:56:13.888613,0 days 00:00:00.243560,64,4,40,120,64,COMPLETE
988,3.7633030115896853,2023-12-07 12:56:13.889558,2023-12-07 12:56:14.131493,0 days 00:00:00.241935,64,8,36,120,72,COMPLETE
989,3.3236669561073495,2023-12-07 12:56:14.132425,2023-12-07 12:56:14.385472,0 days 00:00:00.253047,60,4,44,72,68,COMPLETE
990,3.150830433586385,2023-12-07 12:56:14.386425,2023-12-07 12:56:14.638970,0 days 00:00:00.252545,44,8,40,120,68,COMPLETE
991,1.9100731787997385,2023-12-07 12:56:14.639947,2023-12-07 12:56:14.885216,0 days 00:00:00.245269,68,12,40,144,64,COMPLETE
992,4.391950886276888,2023-12-07 12:56:14.886262,2023-12-07 12:56:15.129371,0 days 00:00:00.243109,64,4,36,120,68,COMPLETE
993,4.1110970984407595,2023-12-07 12:56:15.130350,2023-12-07 12:56:15.375006,0 days 00:00:00.244656,64,4,40,120,72,COMPLETE
994,3.971949145677128,2023-12-07 12:56:15.376021,2023-12-07 12:56:15.619370,0 days 00:00:00.243349,60,8,40,120,68,COMPLETE
995,3.642708343870249,2023-12-07 12:56:15.620300,2023-12-07 12:56:15.873981,0 days 00:00:00.253681,64,4,44,96,68,COMPLETE
996,2.6032239200006497,2023-12-07 12:56:15.875006,2023-12-07 12:56:16.130582,0 days 00:00:00.255576,68,4,36,120,60,COMPLETE
997,4.4322972054347805,2023-12-07 12:56:16.131627,2023-12-07 12:56:16.376195,0 days 00:00:00.244568,64,4,40,120,68,COMPLETE
998,4.140668817167323,2023-12-07 12:56:16.377149,2023-12-07 12:56:16.623334,0 days 00:00:00.246185,60,4,44,120,68,COMPLETE
999,1.2827976259887108,2023-12-07 12:56:16.624369,2023-12-07 12:56:16.872170,0 days 00:00:00.247801,8,8,40,120,64,COMPLETE
